編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination,
RPWNMLTJLHGGFHF56EA,40,52.56,住家用,鋼筋混凝土造,69年12月3日,五層,三層 陽臺,持分移轉
RPTQMLTJLHGGFGF98DA,35,419.78,辦公室﹐廠房﹐單身宿舍,鋼筋混凝土造,75年2月25日,四層,一層 二層 三層 四層 陽臺 平台,全筆移轉
RPOOMLQJLHGGFBF47DA,27,32.38,防空避難室兼停車場,鋼筋混凝土造,83年4月2日,十九層,地下二層 地下三層,持分移轉
RPOOMLQJLHGGFBF47DA,27,.00,共有部分,鋼筋混凝土造,83年4月2日,十九層,,持分移轉
RPTQMLTJLHGGFBF58EA,28,39.42,停車空間,鋼筋混凝土造,82年7月27日,十二層,地下一層,持分移轉
RPPQMLMJKHGGFAF17DA,11,152.95,住家用,鋼筋混凝土造,98年9月17日,九層,三層 陽臺 雨遮,全筆移轉
RPPQMLMJKHGGFAF17DA,11,27.26,共有部分,鋼筋混凝土造,98年9月17日,九層,,持分移轉
RPPQMLMJKHGGFAF17DA,11,4.17,共有部分,鋼筋混凝土造,98年9月17日,九層,,持分移轉
RPPQMLMJKHGGFAF17DA,11,58.45,共有部分,鋼筋混凝土造,98年9月17日,九層,,持分移轉
RPWNMLMJLHGGFDF97DA,20,67.59,住家用,鋼筋混凝土造,89年11月8日,十二層,六層 陽臺,全筆移轉
RPWNMLMJLHGGFDF97DA,20,11.24,共有部分,鋼筋混凝土造,89年11月8日,十二層,,持分移轉
RPWNMLMJLHGGFDF97DA,20,7.16,共有部分,鋼筋混凝土造,89年11月8日,十二層,,持分移轉
RPQOMLMJKHGGFDF37DA,25,82.40,住家用,鋼筋混凝土造,84年10月7日,五層,四層 陽臺 花台,全筆移轉
RPQOMLMJKHGGFDF37DA,25,25.81,共有部分,鋼筋混凝土造,84年10月7日,五層,,持分移轉
RPWNMLTJKHGGFDF68EA,26,22.54,共有部分,鋼筋混凝土造,83年12月23日,五層,,持分移轉
RPPNMLRKKHGGFGF18EA,29,60.32,防空避難室、停車場,鋼筋混凝土造,81年1月18日,十層,地下三層,持分移轉
RPPNMLRKKHGGFGF18EA,29,.51,共有部分,鋼筋混凝土造,81年1月18日,十層,,持分移轉
RPPNMLRKKHGGFGF18EA,29,.22,共有部分,鋼筋混凝土造,81年1月18日,十層,,持分移轉
RPPNMLRKKHGGFGF18EA,29,.39,共有部分,鋼筋混凝土造,81年1月18日,十層,,持分移轉
RPPNMLRKKHGGFGF18EA,29,.39,共有部分,鋼筋混凝土造,81年1月18日,十層,,持分移轉
RPPNMLRKKHGGFGF18EA,29,.29,共有部分,鋼筋混凝土造,81年1月18日,十層,,持分移轉
RPXOMLSKKHGGFDF88EA,8,90.88,住家用,鋼筋混凝土造,101年11月26日,十一層,七層 陽臺 雨遮,全筆移轉
RPXOMLSKKHGGFDF88EA,8,16.64,本共有部分之項目有電樓梯間，梯廳，走廊，樓梯間，水箱，消防水箱，電梯機房等７項。,鋼筋混凝土造,101年11月26日,十一層,,持分移轉
RPXOMLSKKHGGFDF88EA,8,56.77,本共有部分之項目有停車空間，梯廳，電樓梯間，電梯間，消防機房，水箱，污水機房，電信機房，資源回收室，管理室，台電管道間，游泳池機房，濆灌機房，法定垃圾車位，發電機房，防空避難室兼停車空間，台電配電室，走廊，頂蓋型開放空間，機車停車空間，管委會使用空間等２１項。,鋼筋混凝土造,101年11月26日,十一層,,持分移轉
RPRPMLTKKHGGFGF68DA,31,77.97,住家用,鋼筋混凝土造,79年3月6日,七層,三層 陽臺,全筆移轉
RPRPMLTKKHGGFGF68DA,31,12.32,共有部分,鋼筋混凝土造,79年3月6日,七層,,持分移轉
RPRNMLTJLHGGFDF28EA,24,192.49,鄉村住宅、停車空間,鋼筋混凝土造,86年5月12日,四層,一層 二層 三層 四層 陽臺 屋頂突出物 花台,全筆移轉
RPQNMLSKKHGGFFF28EA,26,103.67,住家用,鋼筋混凝土造,84年6月12日,八層,三層 陽臺 花台,全筆移轉
RPQNMLSKKHGGFFF28EA,26,3.26,樓梯間．機械室．水箱,鋼筋混凝土造,84年6月12日,八層,,持分移轉
RPQNMLSKKHGGFFF28EA,26,10.77,防空避難室．停車空間,鋼筋混凝土造,84年6月12日,八層,,持分移轉
RPQPMLTJKHGGFAF97EA,,23.57,集合住宅,鋼筋混凝土造,109年9月29日,十一層,四層 陽臺 雨遮,持分移轉
RPQPMLTJKHGGFAF97EA,,23.57,集合住宅,鋼筋混凝土造,109年9月29日,十一層,四層 陽臺 雨遮,持分移轉
RPRPMLOJKHGGFAF47DA,22,36.74,車道、防空避難室兼停車空間,鋼筋混凝土造,88年6月10日,十八層,,持分移轉
RPQPMLTJKHGGFAF97EA,,11.48,本共有部分項目：（防空避難室兼停車空間、Ｂ梯、無障礙樓梯、梯廳、電信機房、發電機室、停車空間、蓄水池、消防泵浦室、戶外安全梯、Ａ梯、１２人份電梯（無障礙昇降機）、樓梯間、水箱、機械室）共１５項。,鋼筋混凝土造,109年9月29日,十一層,,持分移轉
