鄉鎮市區,建案名稱,坐落街道,起造人,層棟戶數,使用分區,主要用途,主要建材,申報備查日期,銷售期間,坐落基地,建照核發日期,建造執照,第1次登記日期,編號
TOWN,BUILDCASE,LOCATION,BUILDER,HOUSEHOLD,USEZONING,MAINUSE,MAINMATERIAL,DECLAREDATE,SELLINGPERIOD,BUILDINGLANDS,BUILDINGPERMITDATE,BUILDINGPERMITNO,FIRST REGISTRATION DATE,NUMBER
北投區,文鄰常玉,文林里文林北198號一樓、二樓、三樓共八筆,碩樺建設股份有限公司,46,住3-2,住家用、一般零售業,鋼筋混凝土造,1110810,自售:無;代銷:1110712~1120110;,文林段三小段838-1地號,1100727,110建字第0186號,,VPQNMLKKQHHGFDA28CG
文山區,明臣勸,指南路一段63號等4筆,合眾建築經理股份有限公司,33,第三種住宅區,一般零售業甲組 一般零售業乙組  多戶住宅 飲食業 一般事務所,鋼筋混凝土造,1110815,自售:1110817~1120816;,木柵段一小段194地號,1080613,108建字第0105號,1121204,QPQNMLPKQHHGFDA38DG
南港區,中研首席,福山街44巷5號,國賓大建設股份有限公司,101,第三種住宅區,集合住宅,RC鋼筋混凝土,1110816,自售:無;代銷:1120418~自完售止;自1120418至全案房屋銷售完畢後終止;,中南段二小段608地號,1100409,110建字第0088號,,VPPNMLQKQHHGFDA78CG
北投區,國泰雍萃,建民里文林北路75巷,國泰建設股份有限公司,125,第三之二種住宅區(特),住家用,鋼骨造,1110817,自售:無;代銷:簽約日至使照取得後六個月止;,軟橋段74地號,1110104,111建字第0005號,,RPPNMLRKQHHGFDA48CG
士林區,碩樺Artist,福志里中山北路五段686號共17筆,碩樺建設股份有限公司,46,第壹種商業區,多戶住宅、一般事務所、一般零售業甲組,鋼骨鋼筋混凝土造,1110817,自售:無;代銷:自土地交給乙方起12個月;,福林段三小段456地號,1110714,111建字第0222號,,TPQNMLRKQHHGFDA78CG
文山區,文山萃,光輝路134巷3弄1號,台新建築經理股份有限公司,35,第三種住宅區,住家用,鋼筋混凝土造,1110823,自售:1131115~1141214;無;代銷:1110822~1120621;本案之企劃銷售委託採包銷銷售，委託銷售期間自簽約日起至112年6月21日止，如附件;,實踐段一小段309地號,1110728,111建字第0231,,YPPNMLNLQHHGFDA88CG
中山區,忠泰世界廣場,成功里敬業二路,忠泰建設股份有限公司,104,商業區(供商業購物中心使用，不得作住宅使用),辦公用,鋼骨造,1110824,自售:1110827~1140505;代銷:1120905~1130504;,金泰段105-2地號,1110504,111建字第0156號,,G1A01110824000102
中山區,璞園百聿,朱崙街11號,合眾建築經理股份有限公司,16,第三種住宅區,住家用,RC造,1110825,自售:111年10月01日~使用執照取得後十二個月;代銷:簽約日起至使用執照取得後十二個月;,長安段一小段737地號,1100505,110建字第0111號,1140821,G1A01110825000302
中正區,華和淳萃,廈門街143號等,華和資產管理股份有限公司,67,第二種商業區  第三種住宅區,第十九組：一般零售業甲組(不含日用百貨)、多戶住宅(集合住宅),鋼筋混凝土造,1110825,自售:1110901~1151130;代銷:1110901~1151130;,河堤段六小段487地號,1100908,110建字第0219號,,UPQNMLPLQHHGFDA78CG
北投區,欣聯奇岩,公館路350巷28號2樓共18筆,欣聯建設開發股份有限公司,64,第三種住宅區,住商用,鋼筋混凝土造,1110826,自售:無;代銷:1110901~1120831;原基地搭建接待中心銷售;,奇岩段三小段510地號,1110811,111建字第0247號,,TPQNMLQLQHHGFDA78CG
中正區,豐基皇居,漢口街一段,東亞建築經理股份有限公司,162,第四種商業區,住商用,鋼骨鋼筋混凝土造,1110831,自售:1110901~自完售止;無;,城中段一小段215地號,1070525,107建字第0092號,,VPPNMLLMQHHGFDA48CG
文山區,綠意久康,木柵里久康街110巷1號  共6筆,合眾建築經理股份有限公司 負責人：顏文澤等1人,56,住3,住家用,鋼筋混凝土造、鋼骨混凝土造,1110902,自售:無;代銷:1110412~自完售止;111/04/12至使照取得後6個月止;,木柵段一小段757-1地號,1110110,111建字第0010號,,SPPNMLMJRHHGFDA18DG
士林區,璞園泊隱,德行東路260巷,璞元建設股份有限公司,32,第三種住宅區,H2多戶住宅,鋼骨,1110908,自售:無;代銷:自簽約日起至使用執照核發後六個月;,芝蘭段四小段159地號,1110811,111建字第0246號,,TPPNMLSJRHHGFDA78CG
萬華區,幸福安家,孝德里德昌街,捷順國際開發股份有限公司  負責人:鄭文生,49,第三種住宅區,住家用,鋼筋混凝土造,1110914,自售:無;代銷:1110901~1120228;代銷起迄期間;,華中段二小段191地號,1080703,108建字第0116號,,QPPNMLOKRHHGFDA18CG
內湖區,紫陽新苑,內湖路二段303號等3筆,紫陽開發股份有限公司,55,第三種商業區,住家用,鋼筋混凝土造,1110920,自售:無;代銷:本案議定之企劃銷售期間為自公開銷售日（建築執照取得日兩個月內）起12個月為銷售期。;,碧湖段二小段193-3地號,1110906,111建字第0275號,,QPPNMLKLRHHGFDA87CG
大安區,敦南霖園,敦化南路一段288號,國泰建設股份有限公司,36,敦化南北路特定專用區(A區),住商,鋼骨造,1110926,自售:1111002~1160321;,復興段三小段3地號,1100302,110建字第0055號,,XPQNMLQLRHHGFDA66CG
萬華區,貴暘御景-逸景樓,新起里貴陽街二段3之2號共3筆,和暘建設股份有限公司,56,第四種商業區,住商用,鋼筋混凝土造,1110926,自售:無;代銷:1110124~1111215;,漢中段二小段5-14地號,1110921,111建字第0286號,,RPRNMLQLRHHGFDA78CG
北投區,玖原和美,中庸里中和街251號1樓  共36筆,玖原建設股份有限公司，負責人：洪村山,129,第三種商業區,住商用、停車空間,RC造,1110927,自售:無;代銷:1120208~1130207;,開明段二小段544地號,1100421,110建字第0097號,,WPPNMLRLRHHGFDA66DG
北投區,柏鴻君臨,文林北路,柏鴻土地開發建設股份有限公司  負責人:范姜炳煌 等60名,144,第三之二種住宅區(特),住商用,鋼骨RC造(供公眾使用建築物),1110930,自售:無;代銷:1100909至全案銷售完畢止;,軟橋段79地號,1110922,111建字第0288號,,G1A01110930000101
北投區,永信方圓,三合街一段,泉聯建設有限公司,19,第三種住宅區,住家用,鋼筋混凝土造,1111003,自售:無;代銷:1111025~1121230;,三合段41地號,1100602,110建字第0130號,1140701,G1A01111003000103
大安區,鑄慕,正聲里光復南路260巷25之1號共64筆,合眾建築經理股份有限公司,226,第四種住宅區,住商用,鋼骨鋼筋混凝土造,1111011,自售:無;代銷:建造且接待中心及現場樣品屋完成之日起算12個月為止;,仁愛段一小段114地號,1110127,111建字第0047號,,TPPNMLLKIIHGFDA37CG
大安區,連雲玥?,昌隆里忠孝東路3段219之1號 共18筆,連雲建設股份有限公司（負責人：薛慧琴）,190,第參種商業區（原屬第貳種商業區）,多戶住宅，一般零售業甲組，金融保險業,鋼骨RC造(供公眾使用建築物),1111013,自售:無;代銷:自1110114起至甲方與地主選屋完成後8個月止;,懷生段一小段726地號,1110906,111建字第0276號,,QPPNMLNKIIHGFDA27CG
士林區,總盛擁翠,蘭興里磺溪街47巷25號1樓共10筆,中國建築經理股份有限公司,13,第三種住宅區,住家,RC,1111019,自售:1111101~1131101;,蘭雅段一小段489地號,1110328,111建字第0111號,,G1A01111019000103
中正區,菁席,仁愛路二段44號,富豊建設股份有限公司,18,第三之二種住宅區,住家用,鋼筋混凝土造,1111024,自售:1111101~1131031;,中正段二小段21地號,1110915,111建字第0281號,,TPPNMLOLIIHGFDA87DG
大安區,植建築,新生南路三段16之1號共三筆,采豐生活建築股份有限公司等二名,27,第三之一種住宅區,住家用,鋼筋混凝土,1111024,自售:無;代銷:1111028~1160630;,龍泉段一小段116地號,1110325,111建字第0109號,,G2A01111024000210
中山區,樂居雲璽,正義里林森北路85巷60號,樂居昀集股份有限公司,5,第四種商業區(原屬住三),住家用,鋼筋混凝土造,1111026,自售:1111101~1170501;,正義段一小段211地號,1110609,111建字第0183號,,G2A01111026000103
內湖區,宏錦智匯科技大樓,行愛路140巷,宏錩建設股份有限公司,9,科技工業區(C區),餐飲業、金融保險業、策略性產業,RC造,1111027,自售:1111027~1131231;,舊宗段48-10地號,1101006,110建字第0241號,1131217,G2A01111027000100
北投區,士科潤山,建民里承德路六段,新潤建設股份有限公司、甲山林建設股份有限公司,98,第三之二種住宅區(特),住家用,鋼筋混凝土造,1111028,自售:無;代銷:1110901~自完售止;111年9月1日至本案使用執照取得後六個月;,軟橋段23地號,1111026,111建字0313號,,G1A01111028000102
內湖區,興富發T1,石潭里安康路,興富發建設股份有限公司,56,科技工業區(A區)(特),第十七組日常用品零售業，第二十二組餐飲業(不含酒店)，第二十八組策略性產業(資訊服務業),RC造(供公眾使用建築物),1111101,自售:無;代銷:1110901~1120930;,安康段15-7地號,1120502,109建字第0189號,1121226,G1A01111101000101
信義區,信義麗心,敦厚里松隆路46號2樓永吉路30巷74弄25號2樓共24筆,欣聯建設開發股份有限公司  負責人:林榮三,51,第三之一種住宅區,住商用,鋼筋混凝土造,1111103,自售:1120801~1150731;代銷:1110114~1120731;初始委託銷售28戶，後因分戶狀況調整，故可售戶數更改為26戶，最終共計銷售24戶。;,雅祥段四小段309地號,1111006,111建字第0302號,,G1A01111103000107
大同區,京之硯,鄰江里迪化街二段243巷1號共5筆,得墾建設股份有限公司，負責人：廖嘉慶,18,第三種住宅區,住商用,鋼筋混凝土造,1111108,自售:1111201~1131231;,文昌段二小段14地號,1110428,111建字第0149號,1141118,RQPNMLSJJIHGFDA97CG
士林區,圓山富璟,福中里福港街,富璟建設股份有限公司負責人：徐陳林珠,92,第三種住宅區,住商用,鋼骨鋼筋混凝土造,1111116,自售:無;代銷:1110303~自完售止;1110303~向主管機關申報建案資訊備查日起算10個月止;,百齡段三小段383-1地號,1111031,111建字第0317號,,RPPNMLQKJIHGFDA77CG
中山區,松江ONE,松江路330巷23號共四筆,宸泓建設有限公司,50,第三種住宅區,住家用,鋼筋混凝土造,1111117,自售:1111101~1121015;代銷:1111101~1121015;,吉林段一小段281地號,1111101,111建字第0318號,,XPPNMLRKJIHGFDA48CG
大安區,大安茗邸,瑞安街222巷37號共2筆,睿泰開發股份有限公司,18,第三種住宅區,多戶住宅（集合住宅）,鋼筋混凝土造,1111122,自售:1130615~1140630;,瑞安段三小段46地號,1111117,111建字第0332號,,G1A01111122000205
北投區,長耀四季,三合街一段82巷,長耀建設股份有限公司 代表人：謝建國,67,第三種住宅區,(G3)一般零售業甲組、(H2)集合住宅,鋼筋混凝土造,1111123,自售:無;代銷:1111215~1121231;,三合段35地號,1091207,109建字第0269號,1141020,VPPNMLNLJIHGFDA08DG
松山區,京華廣場,八德路四段138號,中國建築經理股份有限公司,253,第三種商業區(特),一般事務所 ， 一般零售業 ， 特種零售業 ， 娛樂服務業 ， 餐飲業 ， 金融保險業 ，停車空間,鋼骨造,1111129,自售:1111129~1120228;,西松段三小段156地號,1111018,111建字第9999號,,G1A01111129000101
大同區,國王雙子星,建功里鄭州路83巷10號,富裔實業股份有限公司 負責人:祝文定,235,第三種商業區,住商用、見其他登記事項,鋼骨鋼筋混凝土造,1111213,自售:1121201~自完售止;至全案銷售完畢;代銷:1110608~1121130;,玉泉段一小段963地號,1111116,111建字1188號,,UQPNMLNKKIHGFDA97CG
北投區,達麗天蒔,北投區建民里軟橋段未列號,達麗建設事業股份有限公司 代表人:謝志長,80,第三之二種住宅區(特),住商用,鋼骨RC構造,1111214,自售:無;代銷:1111010~1131130;,軟橋段33地號,1110728,111建字第0232號,1141117,G1A01111214000103
信義區,樂揚映白,嘉興街175巷9弄1號1-4樓，共5筆,樂揚建設股份有限公司,43,第三種住宅區,住商用,鋼筋混凝土造,1111223,自售:無;代銷:1111216~1120831;,三興段三小段58地號,1111222,111建字第0361號,,VPRNMLNLKIHGFDA28CG
萬華區,恆隆聚,和平西路三段286巷1弄5號等共十筆,恆隆建設股份有限公司,43,特定專用區1,住家用,鋼筋混凝土造,1111227,自售:無;代銷:1111201~1120930;,華江段三小段473-14地號,1110803,111建第0237號,,UPPNMLRLKIHGFDA48DG
士林區,蘭雅琚-蘭庭,蘭雅里忠誠路二段40巷,品宣建設有限公司,12,第三種住宅區,住家用,鋼筋混凝土造,1111230,自售:無;代銷:1120215~1120831;,三玉段四小段130-2地號,1111124,111建字第0336號,,VPPNMLKMKIHGFDA87CG
士林區,士林竣,文林路404巷13號,騰竣建設有限公司,20,第三種商業區(原屬第三種住宅區)等2項,住商用,鋼骨造(供公眾使用建築物),1120105,自售:無;代銷:1111213~1121212;,光華段一小段538地號,1090429,109建字第93號,1140922,RPQNMLPJJHIGFDA77DG
內湖區,中國開發內湖洲子街廠辦大樓案,洲子街,中國開發資產管理股份有限公司(負責人:鄭重),23,科技工業區(A區),G2策略性產業 (第27組產品展示服務業、第28組資訊服務業),鋼骨造,1120111,自售:自申報備查之日起至6個月;,西湖段四小段241地號,1090612,109建字第0125號,1121129,QPRNMLLKJHIGFDA37CG
大安區,桓桓溫州,溫州街22巷4號1樓  共5筆,桓億建設股份有限公司,78,第三種住宅區,住家用,鋼筋混凝土造,1120113,自售:無;代銷:1101025~自完售止;110年10月25日起至基地之舊建物拆除並交地予乙方後九個月。;,龍泉段一小段206地號,1060622,106建字第0111號,,QPPNMLNKJHIGFDA37CG
大安區,大安昕境,辛亥路一段90號 2樓共16筆,大昕建設股份有限公司,39,第三之二種住宅區,集合住宅,RC造,1120117,自售:無;代銷:111年10月16日起至建照取得及申報預售屋買賣定型化契約完成後起算一年迄;,龍泉段一小段961地號,1111121,111建字第0333號,,VPPNMLRKJHIGFDA28CG
大安區,品嘉敦品藏,群賢里四維路216巷15之1號 共4筆,品嘉建設股份有限公司,27,第三種住宅區,住商用,鋼筋混凝土造,1120119,自售:1111223~1141223;,大安段三小段220地號,1110822,111建字第0262號,1141229,G1A01120119000206
中山區,新潤朗格,復華里南京東路三段89巷4弄,華潤建設股份有限公司(代表人：游啟仁),52,第三種住宅,住家用,鋼骨鋼筋混凝土造,1120204,自售:1120401~1130331;代銷:建照變更取得後起算一年;,長春段二小段775地號,1090225,109建字第0048號,1140915,SPPNMLOJKHIGFDA67CG
文山區,象山主人,木柵里木柵路三段,基泰建設股份有限公司,114,第三種商業區,住商用,鋼筋混凝土造,1120206,自售:無;代銷:1120201~1121130;,木柵段一小段550地號,1120131,112建字第0015號,,WPPNMLQJKHIGFDA28CG
內湖區,三豐AIT,紫雲里康寧路一段175巷,三豐建設股份有限公司    負責人：洪敏夫,37,第三種住宅區,一樓A戶為日常用品零售業；一樓Ｃ戶為集合住宅；二樓至十樓為集合住宅,RC造,1120206,自售:無;代銷:1111215~1121214;,康寧段三小段568-2地號,1110314,111建字第0090號,1141230,SPRNMLQJKHIGFDA08CG
中山區,嘉潤一御,吉林路184號,嘉潤建設開發股份有限公司,50,第貳種商業區,住商用,鋼筋混凝土造,1120206,自售:無;代銷:自111年8月1號至本案銷售完畢或使用執照取得之日止;,吉林段四小段4地號,1120131,112建字第0016號,,VPSNMLQJKHIGFDA48CG
南港區,玉成大樹,同德路66巷11號,佶鴻建設股份有限公司,38,第三種住宅區,住家用,鋼筋混凝土造,1120206,自售:無;代銷:1120201~1120930;,玉成段五小段313地號,1120118,112建字第0013號,,YPQNMLQJKHIGFDA68DG
大安區,永陞韶華-華年(工研館),民輝里忠孝東路三段40號,永陞建設股份有限公司,84,第參種商業區(依都市計畫說明書圖規定辦理，使得作第參種商業區使用)(原屬第貳種商業區)等2項,住商用,鋼骨造,1120207,自售:無;代銷:自簽約日起，或自銷售人員進場後公開銷售日起算十二個月;,懷生段三小段432地號,1120103,112建字第0002號,,SPPNMLRJKHIGFDA97CG
中山區,鉅興藏,南京東路二段21巷10號,鉅興建設開發股份有限公司,28,第三種住宅區,住家用,RC造,1120208,自售:無;代銷:1120209~1130509;,吉林段五小段209地號,1111125,111建字第0338號,,TPPNMLSJKHIGFDA18CG
大安區,大安潮,錦安里潮州街97之1號 共6筆,宏鋼建設開發有限公司(負責人 陳凱樂)首鋼建設股份有限公司(負責人 毛德昌)   李志堯,12,第三種住宅區,住家用、停車空間,鋼筋混凝土造,1120214,自售:無;代銷:1120301~1120630;,金華段二小段854地號,1120204,112建字第0020號,,G2A01120214000205
大同區,御品園,延平北路三段六巷1之1號拆除前共6筆,景星建設股份有限公司變更為安信建築經理股份有限公司,40,第四種住宅區等3項(請詳見建造執照),(H2)集合住宅、(G3)店鋪,RC造(供公眾使用建築物),1120214,自售:無;代銷:1120223~1121222;,橋北段三小段584地號,1110414,111建字第0130號,,RPPNMLOKKHIGFDA77DG
大同區,合砌埕家,南京西路239巷11號 共6筆,臺億建築經理股份有限公司,58,特定專用區,住商用,鋼筋混凝土造,1120215,自售:1130401~1140331;代銷:1100201~1120831;預計4/22公開銷售;,迪化段三小段497地號,1120207,112建字 第0022號,,TPQNMLPKKHIGFDA08CG
北投區,麒源·拓,公?路326巷11號2樓共8筆,麒源建設股份有限公司,51,第三種住宅區,住商用,鋼筋混凝土造,1120215,自售:無;代銷:1120201~1130331;,奇岩段三小段449地號,1120202,112建字第0018號,,RPPNMLPKKHIGFDA87DG
中正區,日健邸,濟南路二段62巷2之1號   共6筆,日健建設股份有限公司,41,第三種住宅區,住家用,鋼筋混凝土造,1120215,自售:無;代銷:1111001~1130228;,臨沂段二小段88地號,1101119,110建字第0298號,,G1A01120215000105
士林區,璞園知山,福志里福志路27號共4筆,中國建築經理股份有限公司,17,第三種住宅區,住家用,鋼筋混凝土造,1120220,自售:無;代銷:簽約日起至使用執照取得及人員進場12個月止;,福林段三小段140地號,1090515,109建字第0103號,1141114,G1A01120220000105
文山區,岳泰峰華,景文街48號 共13筆,岳泰建設股份有限公司 負責人:羅明珠,124,第三種商業區,住宿類(H-2類)住宅(不含農舍)(一般零售業(G3)),RC造(供公眾使用建築物),1120220,自售:無;代銷:1110210~1120930;,景美段五小段40地號,1110830,111建字第0270號,,SPQNMLKLKHIGFDA57CG
中山區,國家企業廣場 TAIPEI ONE,復興北路及長安東路二段交叉口,興富發建設股份有限公司,73,商三特(原屬第二種商業區)等二項,金融保險業， G2一般事務所,鋼骨造(供公眾使用建築物),1120221,自售:無;代銷:1110915~1121231;,長安段一小段345地號,1101004,110建字第0238號,,QPPNMLLLKHIGFDA37CG
北投區,家居安曼,文林北路131號,家居建設股份有限公司,94,第三之二種住宅區(特),集合住宅(H2),鋼筋混凝土造,1120224,自售:1120224~自完售止;至全案銷售完成;,軟橋段39地號,1120223,112建字第0037號,,G2A01120224000201
松山區,九榮敦峰,八德路二段437巷8弄11號1樓共８筆,九榮興業股份有限公司,12,第三種住宅區,住家用,鋼筋混凝土造,1120224,自售:1120401~1120831;得視銷售情況縮短或延長銷售期間;,敦化段二小段180地號,1111201,111建字第0341號,,RPPNMLOLKHIGFDA87DG
中山區,宏盛淬白,下埤里龍江路429巷,宏盛建設股份有限公司,17,第三種住宅區,住商用,鋼筋混凝土造,1120307,自售:無;代銷:1120201~1130731;,榮星段二小段53-2地號,1101222,110-0355,,SQPNMLRJLHIGFDA18CG
士林區,德林哲里,社園里永平街80巷,德林建設股份有限公司,58,第三種住宅區,住家用,鋼筋混凝土造,1120307,自售:無;代銷:1111001~1121231;,永平段二小段203地號,1120303,112建字第0041號,,G2A01120307000100
中山區,睦月,朱園里建國北路1段38號 共14筆,真實建築有限公司、沛謙股份有限公司、麗忠不動產股份有限公司,68,第三之二種住宅區,住家用,鋼筋混凝土造,1120308,自售:1130624~1140624;代銷:1110701~1130308;,長安段四小段50地號,1120307,112建字第0045號,,TPPNMLSJLHIGFDA38DG
中山區,中山晶綻,長安西路42號、長安西路42之1號,鴻基再來願股份有限公司(負責人:侯秉奇),52,第三種商業區,集合住宅,鋼骨RC造，RC造,1120320,自售:無;代銷:1111223~1121231;,正義段四小段383地號,1111205,111建字第0345號,,RPPNMLKLLHIGFDA57DG
北投區,天匯,石牌路一段58巷,建泰工藝股份有限公司,42,第三種住宅區,住商用,鋼筋混凝土造,1120321,自售:1110701~1120228;代銷:1111201~1120731;,文林段五小段47地號,1101222,110建字第0357號,,G2A01120321000203
北投區,嘉磐日光,中央里光明路,嘉磐聯合建設股份有限公司,103,第三種商業區等2項,住家用、商業用,鋼筋混凝土造,1120323,自售:無;代銷:正式公開日後24個月為有效期間。;,大業段三小段515地號,1111027,111建字第0315號,,UPPNMLNLLHIGFDA08CG
大安區,統創翼,建國南路一段,統創建設開發股份有限公司,106,第三之二種住宅區、第三種住宅區,集合住宅(H2)、一般零售業甲組(G3),鋼骨造,1120323,自售:無;代銷:1101013~自完售止;委託銷售於110年10月13日簽立，自正式公開銷售日起算12個月。;,懷生段三小段249地號,1110412,111建字0122號,,RPPNMLNLLHIGFDA87DG
中山區,國賓皇琚,中山北路二段63號,國賓大飯店股份有限公司,75,商業區,住商用,鋼骨造(供公眾使用建築物),1120328,自售:無;代銷:1091224~自完售止;屆滿日至使用執照取得日起一年;,中山段三小段315地號,1120323,112建字第0066號,1130103,TPPNMLSLLHIGFDA58DG
中正區,品嘉77,漢口街一段75號共三筆,品嘉建設股份有限公司,42,第四種商業區,住商用,RC,1120329,自售:1120405~1150508;,城中段一小段183地號,1120317,112建字第0058號,,SPPNMLTLLHIGFDA48CG
內湖區,義泰值境,週美里新豐街,義泰建設股份有限公司,38,住宅區,住家用,鋼筋混凝土造,1120407,自售:無;代銷:112年4月1日至本案建照取得日翌日起算9個月止;,潭美段五小段118地號,1120316,112建字第0057號,,G1A01120407000201
中正區,耕玥,廈門街81巷49號,?緯建設有限公司,13,第三種住宅區,住家用,鋼筋混凝土造,1120407,自售:1120515~1140630;,河堤段五小段148地號,1100315,110建字第0062號,,RPPNMLRJMHIGFDA08CG
中正區,恆悅植心苑,愛國里中華路二段81巷24號共7筆,恆悅建設有限公司,80,第三種住宅區、第三之一種住宅區,住家用,鋼筋混凝土造,1120410,自售:111年4月22日至正式公開後12個月止;代銷:111年4月22日至正式公開後12個月止;,南海段五小段702地號,1120220,112建字第0032號,,SPPNMLKKMHIGFDA57CG
大安區,將捷之琚,忠孝東路四段181巷35弄16號,將捷建設股份有限公司,26,第四種住宅區,住商用,鋼筋混凝土造,1120413,自售:無;代銷:1120315~1121114;,仁愛段六小段265地號,1120315,112建字第0053號,,RPPNMLNKMHIGFDA87DG
大同區,樂揚心閱,延平里保安街49巷4號2樓 共19筆,樂揚建設股份有限公司,58,第三種商業區、特定專用區(供一般商業使用),住商用,鋼筋混凝土造,1120414,自售:無;代銷:1110820~1130819;,延平段一小段291地號,1120413,112建字第0088號,,VPPNMLOKMHIGFDA28CG
松山區,伊邸,民福里復興北路499巷1號1樓 共9筆,萬薪建設股份有限公司 負責人:陳亮廷,63,第三之一種住宅區等2項,住家用,鋼筋混凝土造,1120414,自售:1130122~1140122;代銷:1101210~自完售止;110年12月10日至取得建照後十個月;,敦化段四小段17地號,1120321,112建字第0062號,,UPSNMLOKMHIGFDA48CG
南港區,華固中央置地,昆陽街60巷,華固建設股份有限公司,26,特定商業區(一)(依都市計畫說明書圖規定辦理),日常用品零售業(G3).一般事務所(G2),鋼骨造(供公眾使用建築物),1120418,自售:1120420~1150331;,玉成段二小段728地號,1120327,112建字第0068號,1140905,G1A01120418000100
信義區,華誼信義-閱翠,景聯里基隆路二段,華誼建設股份有限公司,124,第參種商業區等2項,住商用,鋼筋混凝土造,1120420,自售:無;代銷:1130901~1130930;,三興段一小段537地號,1110815,111建字第0249號,,XPPNMLKLMHIGFDA18CG
文山區,碧水岸,和興路115號,世達建設股份有限公司 負責人:林錦雲,46,第二種住宅區,住家用,鋼筋混凝土造,1120421,自售:1120701~1121231;,華興段四小段21-4地號,1110301,111建字第0070號,,VPPNMLLLMHIGFDA18DG
大同區,品嘉傳承,重慶里承德路三段328號等三筆,品嘉建設股份有限公司,46,第三之二種住宅區,住商用,鋼筋混凝土造,1120425,自售:1120502~1160609;,大龍段一小段214-6地號,1120309,112建字第0048號,,UPPNMLPLMHIGFDA38CG
北投區,夏沐時,台北市北投區立農街一段257巷7弄8號,永沛開發建設股份有限公司,53,第三種住宅區,住家用,鋼筋混凝土造,1120426,自售:無;代銷:112年06月01日至113年02月29日止或公開銷售日起9個月。;,立農段五小段387-2地號,1120411,112建字第0083號,,UPQNMLQLMHIGFDA58CG
北投區,天母上城,石牌路二段343巷15號,劉袓慶等2人,9,第三種住宅區,集合住宅,RC,1120505,自售:無;代銷:1111216~1131231;,行義段四小段318-1地號,1110817,111建字第0256號,,QPPNMLPJNHIGFDA97DG
大安區,永陞信義安和案,通安里安和路二段,永陞建設股份有限公司,50,第三之一種住宅區等3項,住家用,鋼骨造,1120508,自售:申報備查後銷售;,通化段四小段336地號,1120427,112建字第0100號,,TPPNMLSJNHIGFDA48CG
士林區,蘭雅琚-雅集,蘭雅里忠誠路二段40巷14弄,康陞開發股份有限公司,5,第三種住宅區,住家用,鋼筋混凝土,1120509,自售:無;代銷:1120215~1120630;,三玉段四小段126地號,1120310,112建字0049地號,,VPPNMLTJNHIGFDA78CG
大安區,富邦藝庭,仁愛路三段143巷49、53、51號,富邦建設股份有限公司  代表人薛昭信等2名,108,第參種商業區(原屬第貳種商業區及第參種住宅區),住商用,鋼骨造,1120509,自售:1121001~1170701;,懷生段二小段5-4地號,1110930,111建字第0295號,,QPQNMLTJNHIGFDA38CG
信義區,華誼信義-閱明,基隆路2段26號,華誼建設股份有限公司,129,第參種商業區,住商用,鋼筋混凝土造,1120517,自售:無;代銷:1120601~1130930;,三興段一小段1065地號,1111128,111建字第0339號,,SPPNMLRKNHIGFDA38CG
松山區,將捷行書,三民路,將捷股份有限公司,48,第三種住宅區,住家用,鋼筋混凝土造,1120517,自售:無;代銷:1110712~1130109;,寶清段三小段633地號,1120510,112建字第0109號,,QPPNMLRKNHIGFDA28DG
松山區,揚昇君悅,中崙里復興南路一段25巷1弄1號2樓 共60筆,睦昇建設股份有限公司   負責人：許憲宗,116,第參種商業區(原屬第貳種商業區),住商用,鋼骨造,1120530,自售:無;代銷:1111117~1121116;,敦化段三小段552地號,1120523,112建字第0126號,,SPPNMLKMNHIGFDA87CG
中正區,熙鼎九簷,重慶南路2段8巷,台新建築經理股份有限公司,17,第三種住宅區,住家用,鋼筋混凝土造,1120531,自售:1120601~1131231;代銷:1140101~1141231;,南海段五小段47-6地號,1090729,109建字0166號,1141121,VPPNMLLMNHIGFDA38DG
內湖區,碧湖文森,內湖路2段76巷3號共8筆,將作建設股份有限公司單聯璜,70,第三種住宅區住宅區等2項,住商,RC造,1120609,自售:無;代銷:1120101~1130630;,文德段一小段223-30地號,1120206,112建字0021,,QPPNMLTJOHIGFDA38CG
大安區,耑岫,信義路四段180號,大陸建設股份有限公司,90,第三種商業區,住宅,鋼骨造,1120614,自售:無;代銷:1120831~1140831;依據代銷合約內容，委託時間為開案後24個月(預計8/31開案)。;,通化段五小段40地號,1120519,112建字第0121號,,QPPNMLOKOHIGFDA97CG
中正區,博愛賦御,博愛路110號 共3筆,?正利建設股份有限公司,154,第四種商業區,住商用,鋼筋混凝土造,1120614,自售:無;代銷:1120911~1140910;,城中段二小段421地號,1120613,112建字第0140號,,QPPNMLOKOHIGFDA08DG
萬華區,漢寶西門綻,新起里西寧南路120號共7筆,漢璞建築股份有限公司,108,第四種商業區,住商用,RC鋼筋混凝土造,1120618,自售:無;代銷:公開銷售日起至玖個月為止;,漢中段一小段416地號,1120523,112建字第0125號,,QPPNMLSKOHIGFDA48DG
大同區,印涼州,民權里涼州街8-1號1至6樓及涼州街10號,三境建設股份有限公司等二人,34,第三種商業區,住家用,鋼筋混凝土造,1120626,自售:1120901~1121231;,雙連段二小段670-1地號,1120315,112建字第0055號,,QPPNMLQLOHIGFDA38DG
