鄉鎮市區,建案名稱,坐落街道,起造人,層棟戶數,使用分區,主要用途,主要建材,申報備查日期,銷售期間,坐落基地,建照核發日期,建造執照,第1次登記日期,編號
TOWN,BUILDCASE,LOCATION,BUILDER,HOUSEHOLD,USEZONING,MAINUSE,MAINMATERIAL,DECLAREDATE,SELLINGPERIOD,BUILDINGLANDS,BUILDINGPERMITDATE,BUILDINGPERMITNO,FIRST REGISTRATION DATE,NUMBER
松山區,南京&光北,光復北路85巷22號,油桐花坊建設股份有限公司,20,第?種工業區,G類,RC造,1101223,自售:1101223~1141215;,西松段二小段709地號,1101104,110建字第0277號,1140915,G1A01101223000100
文山區,岳泰峰?,新光路一段66巷前空地,岳泰建設股份有限公司,25,第三種住宅區,住家用,RC造,1101224,自售:無;代銷:1100825~1111231;,政大段四小段837地號,1101111,110建字第0289號,,G2A01101224000100
北投區,岳泰明德,振華里懷德街66巷21號 共4筆,岳泰建設股份有限公司,32,第三種住宅區,住家用,RC造,1101227,自售:無;代銷:1100813~1130831;,振興段三小段76地號,1101209,110建字第0332號,,TPQNMLRLKIGGFDA38DG
北投區,華固文臨,建民里文林北路,華固建設股份有限公司,50,第三種住宅區(特),(H2)集合住宅(第二組)、管委會空間,RC造(供公眾使用建築物),1101228,自售:1101227~自完售止;至全案銷售完畢;,軟橋段15地號,1101125,110建字第0308號,1130221,UPPNMLSLKIGGFDA38CG
中山區,忠泰旭美,聚盛里林森北路,忠泰建設股份有限公司,84,第四種商業區(原屬商三),住家用,RC造,1101230,自售:無;代銷:1100120~1101031;,中山段三小段181地號,1100208,110建字第0036號,1131104,QPPNMLKMKIGGFDA27CG
大同區,峰源-大方無隅,環河北路一段235號,廣朋實業股份有限公司,30,特定專用區(供河濱住宅使用),第十九組:一般零售業甲組(不含便利商店)、集合住宅,鋼筋混凝土造,1110103,自售:1110103~1140125;,延平段三小段749-4地號,1101220,110建字第0351號,,XPPNMLNJJHHGFDA87CG
中山區,躍大直,大直里大直街84巷1號2樓共80筆,聖得福建設開發股份有限公司,127,第三種住宅區,住商用,鋼骨RC造(供公眾使用建築物),1110104,自售:無;代銷:1110215~自完售止;公開銷售日起至使照取得12個月止;,北安段一小段165地號,1100121,110建字第0016號,,UPQNMLOJJHHGFDA77CG
大安區,師大浦玉,浦城街15、19號,樺瑋建設股份有限公司,15,第三種住宅區,集合住宅、飲食業、一般事務所、大廳及管委會空間,RC,1110104,自售:無;代銷:1110118~1130330;,龍泉段三小段430地號,1100818,110建字0205號,1141120,VPPNMLOJJHHGFDA77CG
中山區,基泰大直,大直街94巷,基泰建設股份有限公司,33,第三種住宅區,住家用,鋼筋混凝土造,1110106,自售:無;代銷:1100728~1110228;,北安段一小段161-1地號,1101227,110建字第0363號,,QPQNMLQJJHHGFDA57CG
中山區,世田安,松江路45巷37號,世田建築股份有限公司,23,商三特,住家用,鋼筋混凝土造,1110107,自售:1110105~1110704;,長安段四小段125地號,1110103,111建字第0002號,1141028,QPQNMLRJJHHGFDA67CG
士林區,紘石仰格,中山北路五段,紘石建設股份有限公司,62,第三之二種住宅區,一般零售業甲組，集合住宅,SC,1110119,自售:無;代銷:1100917~自完售止;110年9月17日起至使照取得12個月;,陽明段一小段19地號,1071004,107建字第0193號,,RPPNMLTKJHHGFDA97CG
中正區,中星仁愛旭,東門里紹興南街24巷3號 共2筆,中星建設股份有限公司,18,第三種住宅區,住家用,鋼筋混凝土造,1110120,自售:無;代銷:1101231~1110815;,中正段一小段425地號,1101119,110建字第0299號,,G2A01110120000203
北投區,禾碩沐晴,中央里中正街31號1樓 共4筆,禾碩建設股份有限公司 代表人：莊?,57,第三種商業區、第三種住宅區,住家用,鋼筋混凝土造,1110121,自售:無;代銷:1100331~1110731;,大業段三小段229地號,1110118,111建字第0026號,,QPQNMLLLJHHGFDA27CG
北投區,神隱村,溫泉路,合眾建築經理股份有限公司,25,特定休閒旅館住宅專用區,住家用+健身服務業之營業性浴室,鋼筋混凝土造,1110124,自售:無;代銷:111年01月25日至使照取得後六個月止;,新民段一小段193地號,1080412,108建字第0055號,,UPPNMLOLJHHGFDA87CG
內湖區,長虹豐匯商業科技大樓,行善路,長虹建設股份有限公司,25,辦公服務區(一),一層飲食業及餐飲業，2~13層一般事務所,鋼骨造,1110126,自售:無;代銷:1110120~1110630;,潭美段五小段18地號,1090430,109建字第0096號,1120822,G2A01110126000100
大安區,親家JIA,安東街,親家地產股份有限公司,107,第三之一種住宅區(特),住商用,鋼筋混凝土,1110127,自售:無;代銷:1090901~1130118;,懷生段一小段32地號,1061031,106建字第0192號,,TPPNMLRLJHHGFDA08CG
大安區,大安信藝館,文昌街255號等3筆,御翔開發建設股份有限公司等4名,17,第參種商業區,住家用,鋼筋混凝土造,1110128,自售:1110201~1110430;階段銷售;,通化段一小段206地號,1110126,111建字第40號,,QPQNMLSLJHHGFDA08DG
中山區,長安馥,長安東路一段95、97號,康喬建設股份有限公司,24,第肆種商業區,住家用,鋼筋混凝土造,1110207,自售:1110301~1120301;,正義段一小段429地號,1110125,111建字第0036號,,QPPNMLRJKHHGFDA67CG
大安區,友座安森,新生南路一段161巷7-1號,源座建設開發股份有限公司,26,第三種住宅區,住家用,鋼筋混凝土造,1110208,自售:無;代銷:1101122~1110731;,懷生段四小段547地號,1101116,110建字第0292號,1140417,QPPNMLSJKHHGFDA87DG
大安區,附中仁,大安路一段176巷7號、9號共六筆,茂勝建設有限公司、許明毅、許明暉、許明淳、何智希,36,第四種住宅區,住家用,鋼筋混凝土造,1110215,自售:1120101~1140930;代銷:1110126~1111230;111年底已結束與海森廣告之代銷委託，初始委 託銷售26戶，最終共計銷售17戶。;,復興段三小段235地號,1101216,110建字第0346號,,TPPNMLPKKHHGFDA87CG
中山區,潮中山,聚盛里錦州街10號,新合茂建設股份有限公司,71,第肆種商業區(原屬第參種商業區),住家用,鋼筋混凝土造,1110217,自售:1130313~自完售止;自售完畢並全數過戶;代銷:1110415~1111231;,中山段三小段32地號,1100927,110建字第0230號,,G1A01110217000110
大安區,大安富御,臥龍街,贊暘建設開發股份有限公司,38,住宅區,住家用,鋼骨鋼筋混凝土造,1110223,自售:1121026~1131231;代銷:1101228~1120630;,辛亥段四小段496-13地號,1090207,109建字第0038號,,SPPNMLNLKHHGFDA67CG
信義區,潤泰信義,信安街162號,潤泰創新國際股份有限公司,116,第三種住宅區,公務機關、住宅,鋼筋混凝土構造,1110225,自售:2022/03~售完為止;,和段三小段302地號,1080611,108建字第0103號,,TPQNMLPLKHHGFDA08CG
北投區,新碩大砌,立賢里實踐街,新碩建設股份有限公司,65,第三之二種住宅區、第三種住宅區,住商用,鋼筋混凝土造,1110301,自售:無;代銷:1100701~1111231;以建照取得日起8個月為限;,立農段四小段382地號,1101223,110建字第0359號,,QPPNMLLJLHHGFDA17CG
萬華區,和平首璽,和平西路三段222號,京城國際建築經理股份有限公司,15,特定專用區(一),住家用,鋼骨鋼筋混凝土造,1110301,自售:無;代銷:1111107~1120331;,華江段三小段427地號,1060331,106建字第0055號,,G1A01110301000310
士林區,宏築天?,天玉街,中國建築經理股份有限公司,38,第三種住宅區,住家用門廳，管委會使用空間.停車空間,RC結構,1110301,自售:無;代銷:110年04月22日-112年2月28日;,天母段二小段66地號,1110216,111建字第0056號,,SPQNMLLJLHHGFDA47CG
士林區,天畝,天和里中山北路七段114巷41弄12號,榮洲建設股份有限公司,19,第二種住宅區,住家用,鋼筋混凝土造,1110302,自售:無;代銷:1101008~1121231;,天山段一小段292地號,1091222,109建字第0287號,,UPPNMLMJLHHGFDA77DG
大同區,宏國大道城A區,承德路二段,合眾建築經理股份有限公司,96,第三種商業區，第四種住宅區,住商用,鋼骨造,1110309,自售:1110315~1140314;代銷:1121101~1130331;代理銷售期間;,圓環段一小段104-5地號,1070523,107建字第0091號,,YPPNMLTJLHHGFDA88DG
文山區,青耘上,華興里,鴻暘建設股份有限公司,66,第三種住宅區,(第二組)多戶住宅、(防空避難室間停車空間),RC造(供公眾使用建築物),1110311,自售:無;代銷:1101116~1111116;,華興段三小段110地號,1090715,109建字第0150號,,G1A01110311000100
中山區,上城若水,正義段一小段0842-0000地號等2筆,若水環境整合股份有限公司(負責人:沈元?)等2名,115,第三種商業區,住商用.管委會空間.停車空間.騎樓,鋼筋混凝土造,1110315,自售:1110320~1151231;代銷:1130801~1141031;,正義段一小段842地號,1110303,111建字第0075號,,YPPNMLPKLHHGFDA48CG
大安區,青琉,和平東路一段199巷1號,?華建設股份有限公司與莊翔?共2名,17,第三之二種住宅區與第三種住宅區,一樓店舖與二樓以上集合住宅,鋼筋混凝土造,1110317,自售:無;代銷:1110315~1110915;建造執照取得日起算6個月止;,金華段二小段343地號,1110113,111建字第0018號,,SPPNMLRKLHHGFDA08CG
大同區,永筑埕曦,民族西路188，190，192，194號,永筑建設股份有限公司,33,商二特(住四),住商用,鋼筋混凝土造,1110321,自售:1110321~1110919;,大同段一小段609地號,1110111,111建字第0013號,,SPPNMLLLLHHGFDA57CG
中山區,國揚吉麟,吉林路168巷1號,國揚實業股份有限公司,64,第三種住宅區、第貳種商業區,住商用,鋼筋混擬土造,1110322,自售:售完為止;代銷:自111/3/25起至正式公開日後9個月。;,吉林段四小段63-1地號,1110112,111建字第0017號,,RPPNMLMLLHHGFDA57CG
中山區,震大懷真,劍南路,震一建設股份有限公司,111,住三,集合住宅,鋼骨RC造(供公眾使用建築物),1110322,自售:無;代銷:簽約日起至使用執照核發後12個月;,北安段一小段14-2地號,1071221,107建字第0250號,,RPQNMLMLLHHGFDA67CG
大安區,大安得逸,羅斯福路三段283巷21弄7號,眾達建設股份有限公司,12,第三種住宅區,住家用、停車空間,鋼筋混凝土造,1110322,自售:1110701~1131211;,龍泉段一小段896-1地號,1110211,111建字第0050號,1140210,G2A01110322000203
內湖區,蓮園心邑,民權東路六段289巷巷口,蓮園建設股份有限公司,58,第二種住宅區、第二之一種住宅區,住家用,RC造,1110323,自售:無;代銷:1110317~1111116;建照取得八個月;,石潭段四小段225-2地號,1110317,111建字第0098號,,SPPNMLNLLHHGFDA77CG
大同區,民權首富Ⅱ,民權西路141號共9筆,華誼建設股份有限公司,57,第三種商業區,住商,RC造 (供公眾使用建築物),1110331,自售:1110401~1170331;,大同段二小段209地號,1100521,110建字第0121號,,QPPNMLLMLHHGFDA47CG
北投區,樸園璞開石,文林北路,璞園開發股份有限公司 璞石建設股份有限公司,86,第三之二種住宅區(特)、第三種住宅區(特),住家用,鋼骨造(供公眾建築物使用),1110401,自售:無;代銷:簽約日起至使用執照取得後一年;,軟橋段81地號,1110315,111建字第0095號,,SPQNMLLJMHHGFDA67DG
士林區,有川翩翩,舊佳里文林路584號 共8筆,長澤建設股份有限公司  遠德創新股份有限公司,43,第一種商業區,住家用,鋼筋混凝土造,1110412,自售:無;代銷:1110126~1120125;一年;,陽明段一小段759-2地號,1101101,110建字第0273號,,QPPNMLMKMHHGFDA47CG
南港區,達欣東匯,台北市南港區三重里港東街,達欣開發股份有限公司,94,住宅區,住家用,鋼筋混凝土造,1110414,自售:無;代銷:1101215~1111231;,經貿段8地號,1110408,111建字第0120號,1141120,QPPNMLOKMHHGFDA67CG
北投區,天綺,公館路376巷6弄4號,家悅國際公寓大廈管理維護股份有限公司,13,第三種住宅區,住家用,鋼筋混凝土造,1110414,自售:無;代銷:1120101~1121231;,奇岩段三小段544地號,1110105,111建字第0006號,1140821,G1A01110414000205
松山區,詠綸湛,南京東路五段251巷26、28、30號,詠綸建設股份有限公司,17,第三種住宅區,住商用,鋼筋混凝土造,1110415,自售:1111101~1131231;,寶清段三小段697地號,1100723,110建字第0183號,,TPPNMLPKMHHGFDA18DG
大安區,樂揚知森,新生南路一段161巷15號1~4樓/157巷20號1~4樓,樂揚建設股份有限公司,25,第三種住宅區,住家用,鋼筋混凝土造,1110418,自售:1120801~1121231;代銷:1110416~1120731;原代銷戶數17戶，已銷售0戶;,懷生段四小段321地號,1110413,111建字第0126號,,XPPNMLSKMHHGFDA78CG
文山區,公園首璽,保儀路,僑府興建設有限公司、五十甲建設開發股份有限公司等2名,65,第3種住宅區,集合住宅,鋼筋混凝土造,1110421,自售:無;代銷:1110401~1120831;,木柵段二小段535地號,1110124,111建字第0033號,,WPPNMLLLMHHGFDA18DG
內湖區,國揚洲際企業總部,湖元里新湖二路,國揚實業股份有限公司等6人,61,科技工業區(D區),金融保險業.餐飲.輕工業.策略性產業.倉儲業,鋼筋混凝土構造,1110422,自售:無;代銷:1110301~1150228;預售;,舊宗段83-1地號,1110301,111建字第0071號,1131226,QPPNMLMLMHHGFDA57CG
信義區,信義WOW,敦厚里松隆路9巷30弄3號,廣銘建設股份有限公司,30,第三種住宅區,住家用,鋼筋混凝土造,1110425,自售:1120301~1140228;代銷:1110301~1120228;,雅祥段四小段217地號,1110407,111建字第0119號,1131224,UPQNMLPLMHHGFDA48DG
內湖區,國泰蒔美,週美里行善路,國泰建設股份有限公司,70,住商混合區(為容積接收區),住商用,RC造(供公眾使用建築物),1110428,自售:無;代銷:契約期間為自簽約日(110/4/8)起至使照取得後六個月止;,潭美段五小段112地號,1110412,111建字第0123號,1141104,G1A01110428000201
大同區,永豐泰 雲川,延平北路四段17號1樓共23筆,永豐泰建設事業股份有限公司(負責人：林恩鋐),31,第三種住宅區,一般零售業甲組 集合住宅 多戶住宅,鋼筋混凝土造,1110430,自售:自變更備查核准日起至完售止;,文昌段二小段549地號,1110411,111建字第0121號,,G2A01110430000206
松山區,恆岳尚美,中正里復興北路81巷12號 共3筆,恆岳建設股份有限公司 代表人:張中嶽,18,第3種住宅區,住商用,鋼筋混凝土造,1110503,自售:1120101~1140930;代銷:1110127~1111015;原代銷戶數10戶,已銷售6戶;,敦化段二小段318地號,1110427,111建字第0145號,,G1A01110503000403
內湖區,碧湖首澤,內湖路二段179巷77弄11號,勝泰豐建設股份有限公司,3,第二種住宅,住宅,RC造,1110505,自售:無;代銷:1110419起至本案使用執照取得時或可銷售之戶別、車位全部完銷;,碧湖段二小段787地號,1110119,111建字第0029號,,G2A01110505000101
北投區,隆雲心仝聚,文林北路75巷,隆雲股份有限公司 負責人：莊子華等4名,76,第三之二種住宅區,住家用,鋼筋混凝土造,1110506,自售:1120616~1170531;代銷:1110414~1120113;,軟橋段72地號,1110414,111建字第0129號,,G1A01110506000110
大安區,文普享享瑞安,和平東路二段153巷,文普建築開發股份有限公司,21,第三種住宅區、第三種商業區,住家用,鋼筋混凝土造,1110506,自售:1120701~1151231;代銷:1110501~1110930;,瑞安段三小段650地號,1101223,110建字第0358號,,TPQNMLQJNHHGFDA28CG
松山區,嘉磐101,八德路四段579號,嘉磐聯合建設股份有限公司,42,第三種商業區,住家及一般零售業甲組用,鋼筋混凝土造,1110511,自售:合約審查核可後至全案銷售完畢;,寶清段七小段466地號,1070126,107建字第0019號,1120609,QPPNMLLKNHHGFDA47CG
大同區,當代1號院,民族西路221巷33號,新總陽建設股份有限公司,167,住4-1、住3,第十九組一般零售業甲組、集合住宅,鋼骨造,1110511,自售:無;代銷:110年12月1號至建照取得至112年12月31日止;,文昌段二小段217地號,1110420,111建字第0140號,,XPQNMLLKNHHGFDA28CG
萬華區,貴暘御景-豪景樓,貴陽街二段1之3號共3筆,和暘建設股份有限公司,57,第四種商業區,住商用,鋼筋混凝土造,1110513,自售:無;代銷:1110124~1111215;,漢中段二小段5-1地號,1110407,111建字第0118號,,QPQNMLNKNHHGFDA77CG
大同區,圓山綻,哈密街68巷18號一樓共四筆,聯鉅建設股份有限公司,6,第三種住宅區,住家用,鋼筋混凝土造,1110513,自售:1110513~1120512;,大龍段一小段482地號,1100929,110建字第0233號,1131023,QPPNMLNKNHHGFDA77DG
中正區,向陽上冠,光復里漢口街一段,合眾建築經理股份有限公司,141,第四種商業區,住商用,鋼筋混凝土造,1110513,自售:1080801~1130531;代銷:1110501~1130531;,城中段一小段147地號,1070712,107建字第0128號,1130723,G1A01110513000110
內湖區,廣宇江南,江南街71巷16弄5之1號等9筆,廣宇建設實業股份有限公司,75,第三種住宅區,集合住宅,鋼筋混凝土造,1110519,自售:自公開銷售起算為期24個月;代銷:自公開銷售人員進場起算為期9個月;,文德段二小段615地號,1110513,111建字第0162號,,G1A01110519000102
中正區,炎洲晴,牯嶺街,旺洲開發股份有限公司負責人:何政霖,12,第三種住宅區,住家用、停車空間,鋼筋混凝土造,1110520,自售:無;代銷:1110401~1111031;原代銷戶數12戶，已銷售2戶;,南海段三小段798地號,1110518,111建字第0166號,,G2A01110520000104
大安區,亞昕敦南,敦南街103號 共11筆,臺億建築經理股份有限公司  負責人:陳長琪,56,敦化南北路特定專用區（B區）（依都市計畫說明書圖規定辦理)(原屬第參種住宅區),住商用,鋼骨造,1110523,自售:1131023~1150423;代銷:1110501~1140630;,學府段一小段280地號,1100607,110建字第0137號,,RQPNMLNLNHHGFDA08DG
內湖區,家騰真,康樂街136巷18弄12號2樓 共60筆,家騰建設股份有限公司,106,第三種住宅區,住家用、商業用,RC造,1110523,自售:無;代銷:委託銷售期間始於雙方簽訂正式合約日起生效，至使用執照取得後十二個月為合約有效期間。;,東湖段一小段16-11地號,1110322,111建字第0103號,,G2A01110523000604
中正區,璞園丹陽,丹陽街31號,璞億建設股份有限公司,17,第三種住宅區,住家用,RC造,1110526,自售:111年07月01日~使用執照取得後十二個月;代銷:簽約日起至使用執照取得後十二個月;,中正段一小段232地號,1100113,110建字第0008號,1140714,G1A01110526000201
信義區,琢格77,松隆路77號2樓共11筆,寶鴻開發股份有限公司,57,第三種商業區,住家用+梯廳、餐飲,鋼筋混凝土造,1110530,自售:無;代銷:1110601~1111207;,雅祥段三小段60地號,1110425,111建字第0142號,,UPPNMLKMNHHGFDA08DG
士林區,東村渥雲,福志路,東冠建設股份有限公司,34,第三種住宅區,住家用,鋼筋混凝土造,1110530,自售:無;代銷:自代銷簽約日至使用執照取得後六個月;,福林段三小段311地號,1110503,111建字第0155號,,G1A01110530000302
士林區,恆合芝山,文林路673號,恆合建設股份有限公司,30,住宅區,住家用及一般零售業甲組用,鋼筋混凝土造,1110530,自售:1110701~1161214;自售期間;,蘭雅段三小段361地號,1110419,111建字第0137號,,UPQNMLKMNHHGFDA08CG
中山區,南京阿曼,力行里南京東路三段14巷2之1號等4筆,阿曼開發股份有限公司,82,第參種商業區、第三種住宅區、第三之二種住宅區,住商用,鋼筋混凝土造、鋼骨鋼筋混凝土造,1110601,自售:無;代銷:1110103~1120123;,長安段一小段703地號,1110427,111建字第0146號,,ZPPNMLLJOHHGFDA48DG
中山區,中山·吉美,聚盛里錦州街30巷,吉美建設事業股份有限公司,197,第四種商業區,住商用,鋼骨鋼筋混擬土,1110608,自售:無;代銷:1110401至全案完銷;,中山段三小段57地號,1100420,110建字第0096號,,SPQNMLSJOHHGFDA58DG
萬華區,安家秀,青山里環河南路二段5巷1號,安家道生股份有限公司,157,第肆種商業區,住商用,鋼骨造,1110611,自售:無;代銷:1110620~1121101;,直興段二小段500地號,1110519,111建字第0167號,,TPPNMLLKOHHGFDA87CG
萬華區,康HOME,永福街104號等10筆,康景建設股份有限公司,44,第四種商業區,住商用,鋼筋混凝土造,1110616,自售:無;代銷:1110501~1111030;,漢中段三小段895地號,1110609,111建字第0182號,1140926,QPQNMLQKOHHGFDA28DG
大同區,首岳,雙連里寧夏路104巷2弄1號,聖得福建設開發股份有限公司,390,第三種商業區,店鋪 集合住宅 一般事務所,鋼骨鋼筋混凝土造,1110617,自售:無;代銷:公開銷售日至使照取得12個月;,雙連段三小段689地號,1110428,111建字第0188號,,UPPNMLRKOHHGFDA58CG
內湖區,文心靜靜,民權東路六段191巷38弄,文心建設股份有限公司,8,第二種住宅區,集合住宅.門廳.機車停車空間.機械昇降道,鋼筋混凝土,1110620,自售:1120825~1130731;代銷:1110805~1120430;,石潭段四小段168地號,1101125,110建字第0309號,1140331,G1A01110620000106
南港區,信義好境,成福里成福路121巷23號2樓等8筆,宏陞建設股份有限公司 負責人：黃偉庭,32,第三種住宅區,住家用,鋼筋混凝土造,1110621,自售:1120701~1130630;代銷:1110524~1120630;合約期滿雙方得協議延長或提前終止。;,新光段二小段278-5地號,1110106,111建字第0007號,,TPPNMLLLOHHGFDA08DG
大同區,品嘉-W house,蓬萊里民權西路133巷3弄1之1號2樓共15筆,品嘉建設股份有限公司等6名,73,第三種商業區等2項,住商用,鋼筋混凝土造,1110622,自售:1110623~1150315;,大同段二小段180地號,1110415,111建字第0133號,,RPPNMLMLOHHGFDA87CG
北投區,華固上文林,建民里文林北路,華固建設股份有限公司等2名,96,第三種住宅區(特)、第三之二種住宅區(特),住家用(H2-集合住宅),鋼骨造(供公眾使用建築物),1110624,自售:至全案銷售完畢;,軟橋段40地號,1110610,111建字第0185號,1141201,RPPNMLOLOHHGFDA08CG
大同區,公園首席,雙連里興城街80號地上1樓,鴻亞建設股份有限公司,120,第四種住宅區,一般零售業甲組 (第19組，不含日用百貨業)、一般事務所、集合住宅,鋼筋混凝土造,1110627,自售:無;代銷:1110622到建商交屋3個月後;,雙連段三小段356地號,1071205,107建字第0239號,,SPPNMLRLOHHGFDA58DG
大同區,雲迪,大有里歸綏街210號1-4樓共15筆,三豐建設股份有限公司   負責人：洪敏夫,111,特定專用區(供一般商業使用),一樓及二樓為一般零售業；三樓至十五樓為集合住宅,RC造,1110628,自售:無;代銷:1120501~1121031;,延平段三小段396地號,1101229,110建字第0377號,,TPPNMLSLOHHGFDA68CG
松山區,和風悅,南京東路五段291巷29弄30號,和風開發股份有限公司(負責人：翁玫莉),15,第三種住宅區,多戶住宅,RC造,1110630,自售:1110701~1130630;,寶清段四小段18地號,1110610,111建字第0186號,,SPPNMLKMOHHGFDA87CG
北投區,一心居,北投區中和里中和街391巷2弄,協鼎建設股份有限公司,37,第三種住宅區,住家用,鋼筋混凝土造,1110702,自售:無;代銷:1110501~1111231;,開明段三小段554地號,1110630,111建字第0206號,,SPPNMLMJPHHGFDA87CG
中山區,中山簡美,聚盛里林森北路,僑馥建築經理股份有限公司,39,第四種商業區(原屬第三種商業區),住商用,鋼骨RC造,1110706,自售:1110706~自售完畢並全數過戶;,中山段三小段187地號,1110608,北市111建字第181號,,G1A01110706000704
士林區,天母上苑,中山北路七段141巷21號,昇宏昌建設股份有限公司,27,第三種住宅區,住家用,鋼筋混凝土造,1110708,自售:1101201~1121231;邊建邊售;,天母段四小段469地號,1100531,110建字第0127號,1140208,G1A01110708000100
北投區,璞園?里東,東陽街,璞億建設股份有限公司,45,第三種住宅區,住家用,RC造,1110713,自售:無;代銷:銷售期間為代銷簽約日111年3月1日起至使用執照取得6個月;,振興段三小段181地號,1110316,111建字第0097號,,RPPNMLNKPHHGFDA97CG
內湖區,文心舊宗案,新湖一路377號,文心建設股份有限公司等2名,10,科技工業區,工業用、停車空間、飲食業、策略性產業,RC造,1110713,自售:1110715~1111231;,舊宗段4-3地號,1100901,110建字第0213號,1140703,QPQNMLNKPHHGFDA97CG
南港區,中瑋吾年,重陽路39巷無地址,僑馥建築經理股份有限公司-代表人 彭慶,31,住宅區(住商混和使用),住家用,鋼筋混凝土造,1110718,自售:無;代銷:1110620~1120630;,向陽段19-2地號,1110616,111建字第0191號,,G2A01110718000105
中正區,南海1號苑,南海路80、82號共二筆,禾申山股份有限公司,12,住三,住商用,RC,1110718,自售:無;代銷:1121101~1131030;,永昌段五小段86地號,1090805,109建字第0171號,1140429,G2A01110718000206
北投區,璞真文學,建民里文林北路75巷中正高中對面,璞真建設股份有限公司,31,第三種住宅區(特),住商用,RC造(供公眾使用建築物),1110719,自售:1120317~1150615;,軟橋段71地號,1110112,111建字號第0015號,1140716,G2A01110719000111
大安區,枝盈,金山南路二段31巷9之1號等九筆,日冠建設股份有限公司 代表人：王漢州,31,第三種住宅區,住商用,鋼筋混凝土造,1110719,自售:無;代銷:開案後9個月;,金華段三小段56地號,1110701,111建字第0208號,,G1A01110719000100
士林區,築觀,舊佳里中山北路五段609號共30筆,築觀建築股份有限公司  負責人:張晃魁,95,第一種商業區,集合住宅,鋼骨造,1110720,自售:無;代銷:111年6月22日~使照核發後一年;,陽明段二小段23地號,1100709,110建字第0171號,,VPPNMLKLPHHGFDA18CG
中山區,三穎守禮,中山區正守里長安東路一段24之3號 共8筆,三穎建設開發股份有限公司,47,第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區),住家用,鋼筋混凝土造,1110720,自售:1120801~1171231;代銷:1110606~1120731;已終止契約;,正義段二小段437地號,1110427,111建字第0147號,,QQQNMLKLPHHGFDA87CG
中山區,鼎吉中山,新生北路二段137巷1號共12筆 詳建照附表,鼎吉開發股份有限公司,106,第三之二種住宅區、第三種住宅區,住商用,RC(鋼筋混凝土),1110720,自售:無;代銷:1110501~1120430;,吉林段三小段228地號,1110701,111建字第0209號,,UPPNMLKLPHHGFDA18DG
北投區,宏普陽明,文林北路,宏普建設股份有限公司,102,第三種住宅區(特),住家用,鋼筋混凝土造,1110726,自售:無;代銷:1110515~1120630;,軟橋段22地號,1110704,111建字第0212號,,G1A01110726000101
大同區,麗盛南京,玉泉里南京西路446號,良昱建設股份有限公司,51,大稻埕歷史風貌特定專用區特(三),住四,店鋪/集合住宅,鋼筋混凝土造,1110729,自售:無;代銷:1110501~1120330;112年7月1日~112年12月31日;,玉泉段二小段565地號,1070423,107建字第0077號,,UPPNMLTLPHHGFDA09DG
大安區,有青鳥,新生南路一段161巷,新僑建設企業股份有限公司 負責人：黃勉欽,20,第三種住宅區,集合住宅,鋼筋混凝土造,1110729,自售:無;代銷:1110502~1120831;,懷生段四小段319地號,1071114,107建字第0226,1140523,G1A01110729000203
大同區,原真界,老師里哈密街153號2樓等8筆,原真建設股份有限公司,38,第三種住宅區,住宅、一般事務所,RC造,1110729,自售:無;代銷:1110301~1111231;,文昌段一小段168-13地號,1110616,111建字第0193號,,QPPNMLTLPHHGFDA58CG
內湖區,宏普國貿2,新湖二路146巷,宏普建設股份有限公司,21,科技工業區(C區),日常用品零售業.餐飲業.策略性產業服務業,RC造(供公眾使用建築物),1110802,自售:1110502~1130501;,舊宗段54-11地號,1110502,111建字第0151號,,QPPNMLMJQHHGFDA77CG
內湖區,岳泰峰山,康寧路一段156巷21號,岳泰建設股份有限公司 羅明珠,40,第三種住宅區,住家用,鋼筋混凝土造,1110803,自售:無;代銷:銷售期為建照取得開始至全案售罄止。;,康寧段四小段196地號,1110720,111建字第0228號,,QPPNMLNJQHHGFDA87CG
士林區,青隅,承德路四段2巷,僑馥建築經理股份有限公司,12,第三種住宅區,住商,RC造,1110803,自售:1110810~1121231;,百齡段六小段191地號,1090828,109建字第0190號,,G2A01110803000102
內湖區,碧湖海川,湖濱里成功路三段138號、湖濱里成功路三段140號,海川建設股份有限公司,66,第參種商業區,店鋪、集合住宅,鋼筋混凝土造,1110804,自售:無;代銷:1120401~1130630;,文德段一小段110-3地號,1110701,111建字第0207號,,WPPNMLOJQHHGFDA58CG
中山區,八德137,朱崙里八德路二段137巷20號 共3筆,大覲建設股份有限公司,26,第三之二種住宅區,住宅,RC,1110805,自售:1110701~1111231;,長安段二小段335地號,1100730,110建字第0190號,,QPPNMLPJQHHGFDA08CG
松山區,勝輝馥敦,中崙里復興南路一段47巷9弄19號 共2筆,築苑建設股份有限公司 負責人：柯俊宏等2名,16,第三之一種住宅區(特),住商用,RC造,1110807,自售:無;代銷:自111年04月13日起，至113年6月20日止;,敦化段三小段589-9地號,1110620,111建字 第0196號,1141014,UPPNMLRJQHHGFDA78DG
北投區,陽明迴鄉,翠嶺路8號,東亞建經股份有限公司,11,第二種住宅區,住家用,鋼筋混凝土造,1110808,自售:無;代銷:1100915~1110430;,新民段三小段66地號,1090603,109建字第0119,,G1A01110808000100
