編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPQSMLTJQHIGFBF09DA,29,10.72,共有部份,鋼筋混凝土造,83年5月20日,九層,,持分移轉
RPSNMLSJQHIGFFF09DA,,93.54,住家用,加強磚造,,三層,三層 陽台,全筆移轉
RPPOMLOKQHIGFHF88EA,27,38.09,共有部份,鋼筋混凝土造,85年10月18日,十五層,,持分移轉
RPQNMLKKQHIGFDF97DA,,39.46,,鋼筋混凝土造,,,,持分移轉
RPQNMLMJQHIGFBF87DA,34,52.50,住家用,鋼筋混凝土造,78年8月30日,五層,三層 四層 五層 陽台 花台 見其他登記事項,持分移轉
RPQNMLMJQHIGFBF87DA,34,12.55,共有部份,鋼筋混凝土造,78年8月30日,五層,,持分移轉
RPXNMLOKQHIGFDF09DA,25,31.56,住家用,鋼筋混凝土造,87年4月3日,十二層,五層 陽台,全筆移轉
RPXNMLOKQHIGFDF09DA,25,.31,共有部份,鋼筋混凝土造,87年4月3日,十二層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.06,社區活動中心,鋼骨混凝土造,92年9月22日,二十五層,一層 陽台,持分移轉
RPXNMLOKQHIGFDF09DA,25,.53,共有部份,鋼筋混凝土造,87年4月3日,十二層,,持分移轉
RPXNMLOKQHIGFDF09DA,25,1.87,共有部份,鋼筋混凝土造,87年4月3日,十二層,,持分移轉
RPXNMLOKQHIGFDF09DA,25,4.11,共有部份,鋼筋混凝土造,87年4月3日,十二層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.02,社區活動中心,鋼骨混凝土造,92年9月22日,二十五層,一層,持分移轉
RPOPMLPKQHIGFBF28DA,7,66.30,見其他登記事項,鋼筋混凝土造,105年9月14日,九層,九層 陽台 雨遮,全筆移轉
RPOPMLPKQHIGFBF28DA,7,63.83,本共有部分之項目有梯廳、門廊、管理委員會使用空間、樓梯間、機械室、水箱、雨遮、停車空間、台電配電場所、發電機室、蓄水池、消防機房、電信機房、電氣室等１４項,鋼筋混凝土造,105年9月14日,九層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.03,社區活動中心,鋼骨混凝土造,92年9月22日,二十五層,一層,持分移轉
RPVNMLOKQHIGFEF09EA,20,.12,社區活動中心,鋼骨混凝土造,92年9月22日,二十五層,一層 陽台,持分移轉
RPVNMLOKQHIGFEF09EA,20,.02,共有部份,鋼骨鋼筋混凝土造、鋼骨混凝土造,92年9月22日,二十五層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.02,共有部份,鋼骨鋼筋混凝土造、鋼骨混凝土造,92年9月22日,二十五層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.06,共有部份,鋼骨鋼筋混凝土造、鋼骨混凝土造,92年9月22日,二十五層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.01,共有部份,鋼骨鋼筋混凝土造、鋼骨混凝土造,92年9月22日,二十五層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.00,共有部份,鋼骨鋼筋混凝土造,92年9月22日,二十五層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.00,共有部份,鋼骨鋼筋混凝土造,92年9月22日,二十五層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.00,共有部份,鋼骨鋼筋混凝土造,92年9月22日,二十五層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.00,共有部份,鋼骨鋼筋混凝土造,92年9月22日,二十五層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.32,社區活動中心,鋼骨混凝土造,92年9月22日,二十五層,二層 陽台,持分移轉
RPVNMLOKQHIGFEF09EA,20,.36,社區活動中心,鋼骨混凝土造,92年9月22日,二十五層,三層 陽台,持分移轉
RPVNMLOKQHIGFEF09EA,20,.75,社區活動中心,鋼骨鋼筋混凝土造,92年9月22日,二十六層,地下一層,持分移轉
RPVNMLOKQHIGFEF09EA,20,.40,社區活動中心,鋼骨混凝土造,92年9月22日,二十六層,一層 陽台,持分移轉
RPTNMLPKQHIGFBF68EA,27,40.29,停車空間,鋼筋混凝土造,85年12月4日,九層,地下一層 地下二層,持分移轉
RPVNMLOKQHIGFEF09EA,20,36.00,住家用,鋼骨混凝土造,92年9月22日,二十六層,六層 陽台,全筆移轉
RPVNMLOKQHIGFEF09EA,20,.01,共有部份,鋼骨鋼筋混凝土造、鋼骨混凝土造,92年9月22日,二十六層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.01,共有部份,鋼骨鋼筋混凝土造、鋼骨混凝土造,92年9月22日,二十六層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,1.15,共有部份,鋼骨鋼筋混凝土造、鋼骨混凝土造,92年9月22日,二十六層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.02,共有部份,鋼骨鋼筋混凝土造、鋼骨混凝土造,92年9月22日,二十六層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.01,共有部份,鋼骨鋼筋混凝土造、鋼骨混凝土造,92年9月22日,二十六層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.36,共有部份,鋼骨鋼筋混凝土造、鋼骨混凝土造,92年9月22日,二十六層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,2.38,共有部份,鋼骨鋼筋混凝土造、鋼骨混凝土造,92年9月22日,二十六層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.02,共有部份,鋼骨鋼筋混凝土造,92年9月22日,二十六層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.06,共有部份,鋼骨鋼筋混凝土造,92年9月22日,二十六層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.03,共有部份,鋼骨鋼筋混凝土造,92年9月22日,二十六層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.03,共有部份,鋼骨鋼筋混凝土造,92年9月22日,二十六層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.07,共有部份,鋼骨鋼筋混凝土造、鋼骨混凝土造,92年9月22日,二十五層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.08,共有部份,鋼骨鋼筋混凝土造、鋼骨混凝土造,92年9月22日,二十五層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.00,共有部份,鋼骨鋼筋混凝土造、鋼骨混凝土造,92年9月22日,二十六層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,8.64,共有部份,鋼骨鋼筋混凝土造、鋼骨混凝土造,92年9月22日,二十六層,,持分移轉
RPVNMLOKQHIGFEF09EA,20,.00,共有部份,鋼骨鋼筋混凝土造、鋼骨混凝土造,92年9月22日,二十六層,,持分移轉
RPQNMLRKQHIGFIF66EA,9,29.80,本共有部分之項目有：公共服務空間、管委會空間、梯廳、防空避難室兼停車空間、台電配電埸所、樓梯間、垃圾儲藏空間、停車空間、水箱、電信機房車道、雨水回收池機房、消防機房、發電機房、污水機房等１５項。,鋼筋混凝土造,103年12月11日,十五層,,持分移轉
RPQNMLOKQHIGFBF18DA,26,14.98,共有部份,鋼筋混凝土造,86年3月6日,十一層,,持分移轉
RPTOMLOKQHIGFBF58DA,17,71.25,住家用,鋼筋混凝土造,95年5月30日,十二層,十二層 陽台 雨遮,全筆移轉
RPTOMLOKQHIGFBF58DA,17,47.97,共有部份,鋼筋混凝土造,95年5月30日,十三層,,持分移轉
RPWOMLKKQHIGFDF68DA,,113.63,住家用,加強磚造,,一層,一層 騎樓,全筆移轉
RPVOMLQKQHIGFEF66DA,26,13.76,共有部份,鋼筋混凝土造,86年5月29日,八層,,持分移轉
RPVOMLQKQHIGFEF66DA,26,47.73,住家用,鋼筋混凝土造,86年5月29日,八層,三層 陽台 露台 花台,全筆移轉
RPVNMLQKQHIGFEF66EA,28,99.81,住家用,鋼筋混凝土造,84年8月4日,十一層,九層 陽台,全筆移轉
RPVNMLQKQHIGFEF66EA,28,9.68,共有部份,鋼筋混凝土造,84年8月4日,十一層,,持分移轉
RPVNMLQKQHIGFEF66EA,28,34.83,共有部份,鋼筋混凝土造,84年8月4日,十一層,,持分移轉
RPVNMLQKQHIGFEF66EA,28,5.17,共有部份,鋼筋混凝土造,84年8月4日,十一層,,持分移轉
RPXNMLLKQHIGFEF88DA,29,66.98,住家用,鋼筋混凝土造,83年3月3日,七層,三層 陽台,全筆移轉
RPXNMLLKQHIGFEF88DA,29,9.82,共有部份,鋼筋混凝土造,83年3月3日,九層,,持分移轉
RPQNMLRKQHIGFHF09DA,23,36.81,停車空間,鋼骨混凝土造,89年5月29日,三十四層,地下一層 地下二層 地下三層 地下四層,持分移轉
RPQNMLRKQHIGFHF09DA,23,.00,共有部份,鋼骨混凝土造,89年5月29日,三十四層,,持分移轉
RPQNMLRKQHIGFHF09DA,23,1.13,共有部份,鋼骨混凝土造,89年5月29日,三十四層,,持分移轉
RPTNMLQKQHIGFCF78DA,17,27.82,住家用,鋼筋混凝土造,95年11月9日,十八層,六層 雨遮,全筆移轉
RPTNMLQKQHIGFCF78DA,17,.29,共有部份,鋼筋混凝土造,95年11月9日,十八層,,持分移轉
RPTNMLQKQHIGFCF78DA,17,5.40,共有部份,鋼筋混凝土造,95年11月9日,十八層,,持分移轉
RPTNMLQKQHIGFCF78DA,17,5.12,共有部份,鋼筋混凝土造,95年11月9日,十八層,,持分移轉
RPPNMLKKQHIGFEF97DA,16,22.47,住家用,鋼筋混凝土造,96年10月2日,十四層,二層 陽台,全筆移轉
RPPNMLKKQHIGFEF97DA,16,11.23,共有部份,鋼筋混凝土造,96年10月2日,十四層,,持分移轉
RPTPMLLJQHIGFBF28DA,26,22.14,共有部份,鋼筋混凝土造,86年3月19日,十層,,持分移轉
RPVNMLRKQHIGFEF66DA,27,24.53,住家用,鋼筋混凝土造,85年12月2日,十六層,八層 陽台 花台,全筆移轉
RPVNMLRKQHIGFEF66DA,27,6.93,共有部份,鋼筋混凝土造,85年12月2日,十六層,,持分移轉
RPVNMLRKQHIGFEF66DA,27,5.24,共有部份,鋼筋混凝土造,85年12月2日,十六層,,持分移轉
RPOPMLOLPHIGFHF78DA,3,50.44,一般零售業,鋼筋混凝土構造,109年9月25日,三層,一層 見其他登記事項,持分移轉
RPOPMLOLPHIGFHF78DA,3,43.49,工廠,鋼筋混凝土構造,109年9月25日,三層,二層,持分移轉
RPOPMLOLPHIGFHF78DA,3,10.31,本共有部分之項目有戶外休憩區、安全梯（Ｃ）、停車空間、車道、垃圾回收室、卸貨平台、防災中心、機房、排風機防、台電配電場所（一）、台電配電場所（二）、台電配電場所（三）、機車停車空間３１１部、電表區、進風機房、自行車停車空間８１部、機房（供電信使用）、水箱、防空避難室兼停車空間、消防泵浦室、揚水區、汙水處理機房等２２項。,鋼筋混凝土構造,109年9月25日,十七層,,持分移轉
RPOPMLOLPHIGFHF78DA,3,9.65,本共有部分之項目有戶外休憩區、安全梯（Ｃ）、停車空間、車道、垃圾回收室、卸貨平台、防災中心、機房、排風機防、台電配電場所（一）、台電配電場所（二）、台電配電場所（三）、機車停車空間３１１部、電表區、進風機房、自行車停車空間８１部、機房（供電信使用）、水箱、防空避難室兼停車空間、消防泵浦室、揚水區、汙水處理機房等２２項。,鋼筋混凝土構造,109年9月25日,十七層,,持分移轉
RPOPMLOLPHIGFHF78DA,3,9.93,本共有部分之項目有梯廳、無障礙安全梯（Ｂ）、風除室、外廊、安全梯（Ｅ）、機房、Ｂ棟水箱、Ｂ棟空調水箱、緊急發電機室－２等９項。,鋼筋混凝土構造,109年9月25日,三層,,持分移轉
RPOPMLOLPHIGFHF78DA,3,9.27,本共有部分之項目有梯廳、無障礙安全梯（Ｂ）、風除室、外廊、安全梯（Ｅ）、機房、Ｂ棟水箱、Ｂ棟空調水箱、緊急發電機室－２等９項。,鋼筋混凝土構造,109年9月25日,三層,,持分移轉
RPQNMLSKQHIGFFF09EA,60,110.79,住家用,加強磚造,52年5月15日,二層,一層 平台,全筆移轉
RPQNMLSKQHIGFEF98EA,22,.26,管理員室,鋼筋混凝土造,90年7月13日,十四層,地下一層,持分移轉
RPQNMLSKQHIGFEF98EA,22,35.56,辦公室,鋼筋混凝土造,90年7月13日,十四層,四層 陽台,全筆移轉
RPQNMLSKQHIGFEF98EA,22,.09,共有部份,鋼筋混凝土造,90年7月13日,十四層,,持分移轉
RPQNMLSKQHIGFEF98EA,22,11.90,共有部份,鋼筋混凝土造,90年7月13日,十四層,,持分移轉
RPQNMLSKQHIGFEF98EA,22,42.17,共有部份,鋼筋混凝土造,90年7月13日,十四層,,持分移轉
RPQNMLRKQHIGFGF09EA,58,25.73,住家用,加強磚造,54年10月30日,二層,一層 二層,持分移轉
RPTNMLRKQHIGFDF98DA,43,52.20,住家用,鋼筋混凝土造,69年9月4日,四層,四層 陽台,全筆移轉
RPPNMLRKQHIGFEF78EA,33,1.88,商業用,鋼筋混凝土造,79年3月15日,五層,地下二層,持分移轉
RPPNMLRKQHIGFEF78EA,33,5.97,共有部份,鋼筋混凝土造,79年3月15日,五層,,持分移轉
RPPNMLRKQHIGFEF78EA,33,.85,共有部份,鋼筋混凝土造,79年3月15日,五層,,持分移轉
RPPNMLRKQHIGFEF78EA,33,25.63,住家用,鋼筋混凝土造,79年3月15日,五層,二層 陽台,全筆移轉
RPSQMLQKQHIGFBF88DA,23,45.17,共有部份,鋼筋混凝土造,89年5月26日,十四層,,持分移轉
RPPQMLOKQHIGFEF68DA,1,75.20,集合住宅,鋼筋混凝土造,111年4月25日,十八層,四層 陽台 雨遮,全筆移轉
RPPQMLOKQHIGFEF68DA,1,14.84,共有部分，共同使用之項目：Ｂ棟梯間、排煙室、樓梯間、機房、水錶區、消防水池、水箱計７項,鋼筋混凝土造,111年4月25日,十八層,,持分移轉
RPPQMLOKQHIGFEF68DA,1,6.76,共有部分，共同使用之項目：Ｂ棟梯間計１項,鋼筋混凝土造,111年4月25日,十八層,,持分移轉
RPXOMLRKQHIGFDF86DA,26,44.27,商業用,鋼筋混凝土造,86年2月21日,十八層,一層 二層 三層 四層 五層 六層 七層 八層 九層 十層 十一層 十二層 十三層 十四層 十五層 陽台 屋頂突出物 花台 見其他登記事項,持分移轉
RPPQMLOKQHIGFEF68DA,1,10.46,共有部分，共同使用之項目：入口門廳、管理員室、防災中心、排煙室、門廊、廁所、辦公室門廳Ａ、Ａ棟梯間、辦公室門廳Ｂ、Ｂ棟梯間、男廁、女廁、茶水間、Ａ５梯、Ｂ５梯、停車空間、台電配電場所、發電機室、電信機房、臨時停車區、蓄水池、消防中繼機房、消防中繼水箱、管委會使用空間、垃圾車停車區、消防機房、陽台計２７項,鋼筋混凝土造,111年4月25日,十八層,,持分移轉
RPXOMLRKQHIGFDF86DA,26,.89,機房、樓電梯、污水處理、排煙室、衣物處理、台電受電室、消防泵浦室,鋼筋混凝土造,86年2月21日,十八層,,持分移轉
RPXOMLRKQHIGFDF86DA,26,5.57,防空避難室兼停車場,鋼筋混凝土造,86年2月21日,十八層,,持分移轉
RPPOMLRJQHIGFIF09DA,14,128.35,一般事務所,鋼筋混凝土造,99年1月28日,十九層,十一層 陽台,全筆移轉
RPPOMLRJQHIGFIF09DA,14,23.90,本共有部分之項目有梯間、水箱、中繼機械室、水錶室、機械室等５項。,鋼筋混凝土造,99年1月28日,十九層,,持分移轉
RPPOMLRJQHIGFIF09DA,14,60.06,本共有部分之項目有門廳、辦公室、車道、防災中心、廊道、陽台、排風管道、進風管道、公共設施、排風機房、發電機室、受電箱區、台電配電場所、梯間、進風機房、儲藏室、游泳池機房、管理員室、垃圾處理區、電信室、機踏車停放區、防空避難室、停車空間、機房、公設水箱、消防機械室等２６項。,鋼筋混凝土造,99年1月28日,十九層,,持分移轉
RPVOMLPKQHIGFAF78DA,14,52.02,住家用,鋼骨鋼筋混凝土造,98年7月24日,二十九層,十四層 陽台 雨遮,全筆移轉
RPVOMLPKQHIGFAF78DA,14,12.01,共有部份,鋼骨鋼筋混凝土造,98年7月24日,二十九層,,持分移轉
RPVOMLPKQHIGFAF78DA,14,4.53,共有部份,鋼骨鋼筋混凝土造,98年7月24日,29,,持分移轉
RPVOMLPKQHIGFAF78DA,14,8.91,共有部份,鋼骨鋼筋混凝土造,98年7月24日,二十九層,,持分移轉
RPQNMLPKQHIGFHF88DA,28,24.55,店舖、停車空間,鋼筋混凝土造,84年8月2日,十六層,地下一層,持分移轉
RPQNMLPKQHIGFHF88DA,28,.23,共有部份,鋼筋混凝土造,84年8月2日,十六層,,持分移轉
RPQNMLPKQHIGFHF88DA,28,3.32,共有部份,鋼筋混凝土造,84年8月2日,十六層,,持分移轉
RPVNMLSJQHIGFIF07DA,,84.08,住家用,鋼筋混凝土造,,四層,四層 陽台,全筆移轉
RPPNMLRKQHIGFCF58EA,33,155.71,住家用,鋼筋混凝土造,79年3月15日,四層,一層 二層 陽台 平台 地下一層,全筆移轉
RPPNMLRKQHIGFCF58EA,33,30.21,見使用執照,鋼筋混凝土造,79年3月15日,四層,通道 地下一層 地下二層,持分移轉
RPUPMLLLQHIGFBF58DA,48,83.46,住家用,加強磚造,64年8月30日,四層,一層 騎樓,全筆移轉
RPWNMLSKQHIGFEF86DA,16,22.47,住家用,鋼筋混凝土造,96年10月2日,十四層,十二層 陽台,全筆移轉
RPWNMLSKQHIGFEF86DA,16,11.23,共有部份,鋼筋混凝土造,96年10月2日,十四層,,持分移轉
RPSOMLQKQHIGFIF76DA,,55.20,住家用,鋼筋混凝土造,,三層,一層 二層 陽台 平台,持分移轉
RPVOMLLLQHIGFHF66EA,49,85.10,住家用,加強磚造,63年10月2日,四層,二層,全筆移轉
RPRPMLOKQHIGFHF09DA,29,96.42,住家用,鋼筋混凝土造,83年11月15日,二十六層,二十一層 陽台,全筆移轉
RPRPMLOKQHIGFHF09DA,29,12.52,共有部份,鋼筋混凝土造,83年11月15日,二十六層,,持分移轉
RPRPMLOKQHIGFHF09DA,29,.14,共有部份,鋼筋混凝土造,83年11月15日,二十六層,,持分移轉
RPRPMLOKQHIGFHF09DA,29,40.66,共有部份,鋼筋混凝土造,83年11月15日,二十六層,,持分移轉
RPQNMLMLQHIGFAF08EA,29,22.65,商業用,鋼筋混凝土造,83年5月28日,十一層,地下層,全筆移轉
RPQNMLMLQHIGFAF08EA,29,34.79,共有部份,鋼筋混凝土造,83年5月28日,十一層,,持分移轉
RPQNMLMLQHIGFAF08EA,29,11.55,共有部份,鋼筋混凝土造,83年5月28日,十一層,,持分移轉
RPSOMLLLQHIGFCF38DA,42,11.62,共有部份,鋼筋混凝土造,70年7月11日,十二層,,持分移轉
RPSOMLLLQHIGFCF38DA,42,65.81,住家用,鋼筋混凝土造,70年7月11日,十二層,四層 陽台,全筆移轉
RPWOMLLLQHIGFCF78DA,1,98.68,見其他登記事項,鋼筋混凝土造,111年6月7日,十一層,三層 陽台 雨遮,全筆移轉
RPWOMLLLQHIGFCF78DA,1,44.94,本共有部分項目計有：台電配電場所、發電機房、梯廳、停車空間、管委會空間、門廳、陽台、一般安全梯、汽車昇降機間、電信機房、蓄水池、台電管道間、污水機房、防空避難設備兼停車空間、消防機房、機械室、汽車昇降機道、梯間、消防水箱、水箱等共計２０項。,鋼筋混凝土造,111年6月7日,十一層,,持分移轉
RPPPMLSKQHIGFAF58DA,,59.53,見其他登記事項,鋼筋混凝土造,112年3月29日,七層,七層 陽台,全筆移轉
RPPPMLSKQHIGFAF58DA,,35.31,本共有部分項目：（馬達基座、蓄水池、防空避難室、梯廳、甲梯（安全梯）、無障礙電梯、無障礙樓梯、電信機房、受電箱、台電配電場所、停車空間、電梯間、水箱、樓梯間、機械室、走廊）等１６項,鋼筋混凝土造,112年3月29日,七層,,持分移轉
RPWNMLSKQHIGFAF09DA,1,60.14,見其他登記事項,鋼筋混凝土造,111年12月28日,十五層,七層 陽台 雨遮,全筆移轉
RPWNMLSKQHIGFAF09DA,1,20.60,本共有部分之項目有：陽台、戶外安全梯、特別安全梯、無障礙電梯、緊急升降機、排煙室、梯廳、管委會使用空間（二）、梯電梯間、昇降機房、生活水箱、雨遮等１２項。,鋼筋混凝土造,111年12月28日,十五層,,持分移轉
RPWNMLSKQHIGFAF09DA,1,9.38,本共有部分之項目有：消防管道、排風機房、排風管道、安全梯Ａ（無障礙樓梯）、發電機房、台電配電場所、無障礙電梯、緊急升降機、排煙室、防空避難室兼停車空間、電信機房、消防機房、停車空間、水箱等１４項。,鋼筋混凝土造,111年12月28日,十五層,,持分移轉
RPPOMLRKQHIGFBF48DA,14,22.93,見其他登記事項,鋼筋混凝土造,99年1月5日,十五層,八層 陽台 雨遮,持分移轉
RPPOMLRKQHIGFBF48DA,14,21.75,本共有部分之項目有停車空間、垃圾暫存空間、台電配電廠所、機房、發電機房、蓄水池、水箱、車道、公共空間、樓梯間、梯廳、管委會空間、電信機房等１３項,鋼筋混凝土造,99年1月5日,十五層,,持分移轉
RPRNMLLLQHIGFCF18DA,1,.02,見其他登記事項,鋼筋混凝土構造,111年2月7日,一層,一層,持分移轉
RPRNMLLLQHIGFCF18DA,1,.00,本共有部分項目計有：管委會空間、外廊、梯廳、陽台、無障礙樓梯、升降機道、門廳、管理員室、台電配電場所、排風機室、垃圾及資源回收空間、冷藏室、垃圾車暫停車位、防災中心、自行車停車區、緊急發電機室、機車停車區、機電設備空間、電信設備室、ＦＲＰ水箱及消防泵浦室及等２１項。,鋼筋混凝土構造,111年2月7日,二十五層,,持分移轉
RPRNMLLLQHIGFCF18DA,1,34.97,本共有部分項目計有：防空避難室兼停車空間及停車空間等２項。,鋼筋混凝土構造,111年2月7日,二十五層,,持分移轉
RPSOMLLLQHIGFEF58DA,26,40.98,住家用,鋼筋混凝土造,86年8月9日,七層,二層 陽台 花台,全筆移轉
RPSOMLLLQHIGFEF58DA,26,7.73,共有部份,鋼筋混凝土造,86年8月9日,七層,,持分移轉
RPSOMLLLQHIGFEF58DA,26,1.88,共有部份,鋼筋混凝土造,86年8月9日,七層,,持分移轉
RPSOMLLLQHIGFEF58DA,26,3.85,共有部份,鋼筋混凝土造,86年8月9日,七層,,持分移轉
RPTNMLLLQHIGFGF88EA,40,65.48,住家用,鋼筋混凝土造,72年7月25日,五層,五層 陽台,全筆移轉
RPSOMLSKQHIGFIF96DA,18,100.64,住家用,鋼筋混凝土造,95年1月27日,十五層,五層 陽台 雨遮,全筆移轉
RPSOMLSKQHIGFIF96DA,18,31.45,共有部份,鋼筋混凝土造,95年1月27日,十五層,,持分移轉
RPSOMLSKQHIGFIF96DA,18,35.82,共有部份,鋼筋混凝土造,95年1月27日,十五層,,持分移轉
RPRNMLMLQHIGFIF98EA,,76.16,住家用,加強磚造,,二層,一層 二層 見其他登記事項,持分移轉
RPTNMLMLQHIGFDF58DA,12,22.93,本共有部分之項目有門廳、梯廳Ａ、梯廳Ｂ、電表箱、電信機房、陽台、管委會使用空間、管理中心、防災中心、儲藏室、台電配電室Ａ、台電配電室Ｂ、車道、騎樓、機房、水箱、電梯機房、水箱、電梯機房、停車空間、防空避難室兼停車空間、樓電梯間、蓄水池、消防泵浦室、機車停車區、垃圾暫存室、緊急發電機室、中繼水箱、中繼水箱機房等２９項。,鋼筋混凝土造,100年12月23日,29,,持分移轉
