編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPSQMLNJQHHGFEF78EA,26,11.63,共有部分,鋼筋混凝土造,85年9月12日,十二層,,持分移轉
RPROMLOJQHHGFDF38DA,43,76.00,住家用,鋼筋混凝土造,68年9月26日,四層,一層 平台,全筆移轉
RPXNMLSJQHHGFEF76DA,33,6.65,共有部分,鋼筋混凝土造,78年11月17日,五層,,持分移轉
RPXNMLSJQHHGFEF76DA,33,15.17,住家用,鋼筋混凝土造,78年11月17日,五層,三層 花台,全筆移轉
RPRQMLKKQHHGFEF38DA,,34.72,辦公室,鋼筋混凝土造,111年4月25日,十八層,二層 陽台,全筆移轉
RPRQMLKKQHHGFEF38DA,,8.27,共有部分，共同使用之項目：Ａ棟梯間計１項,鋼筋混凝土造,111年4月25日,十八層,,持分移轉
RPRQMLKKQHHGFEF38DA,,6.93,共有部分，共同使用之項目：Ａ棟梯間、排煙室、樓梯間、機房、水錶區、消防水池、水箱計７項,鋼筋混凝土造,111年4月25日,十八層,,持分移轉
RPRQMLKKQHHGFEF38DA,,4.87,共有部分，共同使用之項目：入口門廳、管理員室、防災中心、排煙室、門廊、廁所、辦公室門廳Ａ、Ａ棟梯間、辦公室門廳Ｂ、Ｂ棟梯間、男廁、女廁、茶水間、Ａ５梯、Ｂ５梯、停車空間、台電配電場所、發電機室、電信機房、臨時停車區、蓄水池、消防中繼機房、消防中繼水箱、管委會使用空間、垃圾車停車區、消防機房、陽台計２７項,鋼筋混凝土造,111年4月25日,十八層,,持分移轉
RPPNMLKKQHHGFEF87DA,46,5.42,住家用,加強磚造,65年6月29日,二層,一層 走廊,持分移轉
RPTOMLKKQHHGFEF38DA,26,38.82,住家用,鋼筋混凝土造,85年6月1日,十四層,五層 陽台 花台,全筆移轉
RPTOMLKKQHHGFEF38DA,26,.30,共有部分,鋼筋混凝土造,85年6月1日,十四層,,持分移轉
RPTOMLKKQHHGFEF38DA,26,12.47,共有部分,鋼筋混凝土造,85年6月1日,十四層,,持分移轉
RPTOMLKKQHHGFEF38DA,26,.21,共有部分,鋼筋混凝土造,85年5月28日,七層,,持分移轉
RPTPMLMJQHHGFHF88DA,28,105.50,住家用,鋼筋混凝土造,83年11月11日,八層,七層 陽台 雨遮,全筆移轉
RPTPMLMJQHHGFHF88DA,28,7.38,共有部分,鋼筋混凝土造,83年11月11日,八層,,持分移轉
RPTPMLMJQHHGFHF88DA,28,35.60,共有部分,鋼筋混凝土造,83年11月11日,八層,,持分移轉
RPUOMLLKQHHGFEF58DA,26,100.14,住家用,鋼筋混凝土造,85年2月17日,二十四層,二十一層 陽台,全筆移轉
RPUOMLLKQHHGFEF58DA,26,1.93,停車場,鋼筋混凝土造,85年2月17日,二十四層,地下二層,持分移轉
RPUOMLLKQHHGFEF58DA,26,5.99,防空避難室、停車空間,鋼筋混凝土造,85年2月17日,二十四層,地下三層,持分移轉
RPUOMLLKQHHGFEF58DA,26,8.85,共有部分,鋼筋混凝土造,85年2月17日,二十四層,,持分移轉
RPOOMLMKQHHGFCF87DA,27,54.64,住家用,鋼筋混凝土造,84年6月27日,八層,一層 平台 花台,全筆移轉
RPTQMLLKQHHGFGF88DA,49,83.26,住家用,加強磚造,62年2月24日,二層,一層 二層 騎樓,全筆移轉
RPOOMLMKQHHGFCF87DA,27,7.32,見使用執照,鋼筋混凝土造,84年6月27日,八層,,持分移轉
RPXPMLPKQHHGFEF86EA,29,119.71,住家用,鋼筋混凝土造,82年9月6日,十二層,九層 陽台 雨遮,全筆移轉
RPXPMLPKQHHGFEF86EA,29,35.60,停車空間,鋼筋混凝土造,82年9月6日,十二層,地下二層,持分移轉
RPXPMLPKQHHGFEF86EA,29,18.97,共有部分,鋼筋混凝土造,82年9月6日,十二層,,持分移轉
RPUQMLLKQHHGFBF58EA,41,84.70,住家用,鋼筋混凝土造,70年9月2日,五層,五層 陽台,全筆移轉
RPPNMLPKQHHGFGF68EA,42,103.00,住家用,鋼筋混凝土造,69年7月18日,五層,五層 陽台,全筆移轉
RPOPMLMKQHHGFGF38DA,29,28.87,商業用,鋼筋混凝土造,82年9月7日,七層,一層 平台,持分移轉
RPOPMLMKQHHGFGF38DA,29,9.37,共有部分,鋼筋混凝土造,82年9月7日,七層,,持分移轉
RPWNMLOJQHHGFAF48DA,37,103.39,住家用,鋼筋混凝土造,74年9月3日,五層,二層 陽台,全筆移轉
RPRPMLMKQHHGFHF78DA,15,12.65,停車空間,鋼筋混凝土造,97年1月14日,十二層,地下一層 地下二層,持分移轉
RPRPMLMKQHHGFHF78DA,15,1.11,共有部分,鋼筋混凝土造,97年1月14日,十二層,,持分移轉
RPRPMLMKQHHGFHF78DA,15,24.10,共有部分,鋼筋混凝土造,97年1月14日,十二層,,持分移轉
RPUPMLMJQHHGFHF98DA,49,84.72,集合住宅,Ｒ．Ｃ造,62年11月14日,四層,二層 陽台,全筆移轉
RPXRMLMKQHHGFIF07DA,15,24.99,住家用,鋼筋混凝土造,97年2月4日,十四層,十二層 陽台,全筆移轉
RPXRMLMKQHHGFIF07DA,15,6.42,共有部分,鋼筋混凝土造,97年2月4日,十四層,,持分移轉
RPXRMLMKQHHGFIF07DA,15,7.69,共有部分,鋼筋混凝土造,97年2月4日,十四層,,持分移轉
RPUQMLPKQHHGFEF56DA,26,24.77,住家用,鋼筋混凝土造,85年12月2日,十四層,三層 陽台,全筆移轉
RPUQMLPKQHHGFEF56DA,26,7.37,共有部分,鋼筋混凝土造,85年12月2日,十六層,,持分移轉
RPUQMLPKQHHGFEF56DA,26,9.25,共有部分,鋼筋混凝土造,85年12月2日,十六層,,持分移轉
RPSNMLLJQHHGFDF08DA,33,94.94,住家用,鋼筋混凝土造,78年9月16日,五層,五層 陽台,全筆移轉
RPSNMLLJQHHGFDF08DA,33,1.80,共有部分,鋼筋混凝土造,78年9月16日,五層,,持分移轉
RPQNMLQKQHHGFIF98DA,29,120.26,住家用,鋼筋混凝土造,82年11月17日,六層,一層 平台 儲藏室 雨遮,全筆移轉
RPQNMLQKQHHGFIF98DA,29,62.15,共有部分,鋼筋混凝土造,82年11月17日,六層,,持分移轉
RPORMLQKQHHGFBF58EA,3,5.69,本共有部分之項目有停車空間、電信機房、梯廳、消防機房、發電機房、雨遮、水箱、機房、機械停車維修室、樓梯間、電梯機坑等１１項,鋼筋混凝土造,108年12月23日,十層,,持分移轉
RPUQMLKKQHHGFHF98DA,47,43.01,住家用,加強磚造,64年6月18日,四層,四層,全筆移轉
RPQSMLQKQHHGFGF76EA,22,19.68,商業用,鋼筋混凝土造,89年10月9日,十三層,一層 陽台 騎樓,持分移轉
RPQSMLQKQHHGFGF76EA,22,25.63,商業用,鋼筋混凝土造,89年10月9日,十三層,一層 陽台,持分移轉
RPQSMLQKQHHGFGF76EA,22,2.65,共有部分,鋼筋混凝土造,89年10月9日,十三層,,持分移轉
RPQSMLQKQHHGFGF76EA,22,3.54,共有部分,鋼筋混凝土造,89年10月9日,十三層,,持分移轉
RPPNMLQKQHHGFDF38DA,26,78.44,住家用,鋼筋混凝土造,86年1月27日,六層,六層 陽台,全筆移轉
RPPNMLQKQHHGFDF38DA,26,5.04,樓梯間、電梯間、台電配電室、機械房、蓄水槽、屋頂突出物、陽台、門廊,鋼筋混凝土造,86年1月27日,六層,,持分移轉
RPOQMLTJQHHGFHF56DA,48,74.64,集合住宅,Ｒ．Ｃ造,63年11月27日,四層,二層 陽台,全筆移轉
RPUPMLLKQHHGFHF98DA,45,82.55,住家用,鋼筋混凝土造,66年6月17日,五層,二層,全筆移轉
RPSQMLOJQHHGFBF48DA,42,65.59,住家用,鋼筋混凝土造,70年1月21日,四層,二層 陽台,全筆移轉
RPVRMLPKQHHGFBF09DA,59,24.57,住家用,磚造,52年6月1日,一層,一層,全筆移轉
RPWQMLQKQHHGFBF56DA,27,55.65,住家用,鋼筋混凝土造,84年10月18日,十六層,十二層 陽台 花台,全筆移轉
RPWQMLQKQHHGFBF56DA,27,11.55,共有部分,鋼筋混凝土造,84年10月18日,十六層,,持分移轉
RPWQMLQKQHHGFBF56DA,27,1.41,共有部分,鋼筋混凝土造,84年10月18日,十六層,,持分移轉
RPWQMLQKQHHGFBF56DA,27,4.18,共有部分,鋼筋混凝土造,84年10月18日,十六層,,持分移轉
RPWQMLQKQHHGFBF56DA,27,6.83,共有部分,鋼筋混凝土造,84年10月18日,十六層,,持分移轉
RPVPMLQKQHHGFEF66DA,14,34.01,一般服務業,鋼筋混凝土造,97年12月23日,二十四層,五層 陽台,全筆移轉
RPVPMLQKQHHGFEF66DA,14,9.59,共有部分,鋼筋混凝土造,97年12月23日,二十四層,,持分移轉
RPVPMLQKQHHGFEF66DA,14,8.75,共有部分,鋼筋混凝土造,97年12月23日,二十四層,,持分移轉
RPQOMLMKQHHGFDF18DA,28,35.37,見使用執照,鋼筋混凝土造,84年1月26日,二十五層,地下一層,持分移轉
RPXNMLMKQHHGFDF78DA,28,14.99,防空避難室兼停車場（部份為供公眾使用停車場）,鋼筋混凝土造,83年2月4日,十四層,地下一層 地下二層,持分移轉
RPOPMLNJQHHGFEF18DA,3,200.22,住家用,鋼筋混凝土造,108年4月25日,十三層,六層 陽台 雨遮,全筆移轉
RPOPMLNJQHHGFEF18DA,3,103.57,共有部份，本共有部份之項目有：甲梯安全梯、梯廳、門廳、電信室、行動不便者使用昇降機、客貨兩用昇降機、自行車停車空間、汽車昇降機、乙梯安全梯、洗手間、茶水間、昇降機、水箱、機械室、垃圾暫存室、垃圾車暫停使用、台電配電室、發電機室、消防泵浦室、機車機械室、汽車機械室、停車空間等共２２項,鋼筋混凝土造,108年4月25日,十三層,,持分移轉
RPQQMLQKQHHGFEF98EA,42,68.96,住家用,鋼筋混凝土造,69年11月10日,四層,三層,全筆移轉
RPRPMLTJQHHGFEF09DA,32,22.19,住家用,鋼筋混凝土造,79年8月7日,七層,六層 陽台,全筆移轉
RPRPMLTJQHHGFEF09DA,32,.32,共有部分,鋼筋混凝土造,79年8月7日,七層,,持分移轉
RPRPMLTJQHHGFEF09DA,32,1.09,共有部分,鋼筋混凝土造,79年8月7日,七層,,持分移轉
RPRPMLTJQHHGFEF09DA,32,5.62,共有部分,鋼筋混凝土造,79年8月7日,七層,,持分移轉
RPPNMLLKQHHGFBF67DA,4,15.00,停車空間,鋼筋混凝土造,108年1月2日,二十四層,地下一層,持分移轉
RPPNMLLKQHHGFBF67DA,4,19.88,本共有部分之項目有機車車道、汽車車道、電錶室、台電配電場所、受電箱、停車空間、緊急升降機、緊急昇降機間兼梯廳、甲梯、進風管道、排風管道、無機房昇降機、垃圾貯藏室、垃圾車裝卸空間、排風機空間、發電機房、電信機房、中繼消防機房、噴罐機房、消防泵浦室、防空避難室兼停車空間等２１項。,鋼筋混凝土造,108年1月2日,二十四層,,持分移轉
RPXPMLKKQHHGFAF58EA,16,91.24,住家用,鋼筋混凝土造,95年10月25日,十四層,八層 陽台 雨遮,全筆移轉
RPXPMLKKQHHGFAF58EA,16,17.21,共有部分,鋼筋混凝土造,95年10月25日,十四層,,持分移轉
RPXPMLKKQHHGFAF58EA,16,14.63,共有部分,鋼筋混凝土造,95年10月25日,十四層,,持分移轉
RPVOMLSKQHHGFHF07DA,25,38.63,共有部份,鋼筋混凝土造,86年5月2日,十二層,,持分移轉
RPXPMLQKQHHGFIF37EA,40,101.30,住家用,加強磚造,71年2月22日,二層,一層 二層 陽台 平台,全筆移轉
RPSOMLSKQHHGFEF56EA,4,146.32,住家用,鋼骨鋼筋混凝土造,107年5月21日,二十一層,三層 陽台 雨遮,全筆移轉
RPSOMLSKQHHGFEF56EA,4,47.07,本共有部分項目有：管委會使用空間（一）、管委會使用空間（二）、管委會使用空間（三）、管委會使用空間（四）、管委會使用空間（五）、管委會使用空間（六）、管委會使用空間（七）、梯廳Ｂ、梯廳Ｃ、梯廳Ｄ、通路Ａ、通路Ｂ、通路Ｃ、通路Ｄ、緊急升降機、一般升降機、梯廳、梯廳Ａ、供行動不便者使用電梯、排煙室Ａ（梯廳）、排煙室Ｂ（梯廳）、特安梯Ａ、特安梯Ｂ、特安梯Ｃ、特安梯Ｄ、安全梯Ｅ、安全梯Ｆ、排煙室（梯廳）、陽台、管道間、排煙管道、進風管道、Ｅ棟廁所、Ｄ棟廁所、雨遮、機房（供電梯使用）、樓梯間、消防泵浦室、機房、排風管道、消防水箱及生活水箱等４２項,鋼骨鋼筋混凝土造,107年5月21日,二十一層,,持分移轉
RPSOMLSKQHHGFEF56EA,4,142.09,本共有部分項目有：緊急升降機、供行動不便者使用電梯、排煙室（梯廳）、特安梯Ｅ、特安梯Ｆ、防災中心、防空避難室兼停車空間、管道間、發電機房、電錶區、排煙管道、進風管道、機房Ａ、機房Ｂ、機房Ｃ、機房Ｄ、機房Ｆ、機房Ｇ、機房Ｈ、機房Ｉ、機房Ｋ、機房Ｊ、機房Ｌ、機房Ｎ、機房Ｍ、機房Ｏ、機房Ｐ、機房Ｑ、機房Ｒ、機房Ｓ、機房Ｔ、機房Ｕ、機房Ｖ、消房中繼機房、消防水箱、停車空間、門廊、梯廳Ｄ、梯廳、自行車停車空間、垃圾貯存空間、機車停車空間、台電開關場、電錶室、通風換氣機械室Ａ、通風換氣機械室Ｂ、排風管道、裝卸車位、消防機房、水箱Ａ、水箱Ｂ、水箱Ｃ、水箱Ｄ、電信機房、台電配電室、汙水機房、一般升降機、受電箱室及汽車停車空間等５９項,鋼骨鋼筋混凝土造,107年5月21日,二十一層,,持分移轉
RPWOMLRKQHHGFDF76EA,40,33.24,住家用,鋼筋混凝土造,71年8月24日,七層,三層 陽台,全筆移轉
RPRNMLMKQHHGFCF08DA,26,51.13,住家用,鋼筋混凝土造,85年12月19日,十層,十層 陽台,全筆移轉
RPRNMLMKQHHGFCF08DA,26,12.53,共有部分,鋼筋混凝土造,85年12月19日,十層,,持分移轉
RPRNMLMKQHHGFCF08DA,26,14.69,共有部分,鋼筋混凝土造,85年12月19日,十層,,持分移轉
RPSOMLRKQHHGFAF58DA,24,82.06,住家用,鋼筋混凝土造,87年6月26日,十二層,二層 陽台,全筆移轉
RPSOMLRKQHHGFAF58DA,24,8.19,共有部分,鋼筋混凝土造,87年6月26日,十二層,,持分移轉
RPPNMLRKQHHGFHF98EA,,14.59,,,,,,持分移轉
RPPNMLRKQHHGFHF98EA,15,18.28,共有部分,鋼筋混凝土造,96年7月31日,十四層,,持分移轉
RPTSMLQKQHHGFGF07EA,28,25.94,住家用,鋼筋混凝土造,83年12月5日,五層,一層 平台,全筆移轉
RPTSMLQKQHHGFGF07EA,28,.93,共有部分,鋼筋混凝土造,83年12月5日,五層,,持分移轉
RPTSMLQKQHHGFGF07EA,28,2.38,共有部分,鋼筋混凝土造,83年12月5日,五層,,持分移轉
RPWSMLQKQHHGFEF07DA,,57.48,集合住宅,鋼筋混凝土造,111年4月25日,十八層,七層 陽台,全筆移轉
RPWSMLQKQHHGFEF07DA,,11.34,共有部分，共同使用之項目：Ｂ棟梯間、排煙室、樓梯間、機房、水錶區、消防水池、水箱計７項,鋼筋混凝土造,111年4月25日,十八層,,持分移轉
RPWSMLQKQHHGFEF07DA,,5.16,共有部分，共同使用之項目：Ｂ棟梯間計１項,鋼筋混凝土造,111年4月25日,十八層,,持分移轉
RPWSMLQKQHHGFEF07DA,,41.03,共有部分，共同使用之項目：入口門廳、管理員室、防災中心、排煙室、門廊、廁所、辦公室門廳Ａ、Ａ棟梯間、辦公室門廳Ｂ、Ｂ棟梯間、男廁、女廁、茶水間、Ａ５梯、Ｂ５梯、停車空間、台電配電場所、發電機室、電信機房、臨時停車區、蓄水池、消防中繼機房、消防中繼水箱、管委會使用空間、垃圾車停車區、消防機房、陽台計２７項,鋼筋混凝土造,111年4月25日,十八層,,持分移轉
RPVQMLLKQHHGFHF56DA,42,46.12,住家用,鋼筋混凝土造,69年5月7日,五層,五層 陽台,持分移轉
RPXPMLSKQHHGFHF37DA,25,29.59,防空避難室兼停車場,鋼骨鋼筋混凝土造,86年11月4日,四十一層,地下六層,持分移轉
RPXPMLSKQHHGFHF37DA,25,2.70,共有部分,鋼骨鋼筋混凝土造,86年11月4日,四十一層,,持分移轉
RPUNMLSJQHHGFDF98DA,24,22.54,商業用,鋼筋混凝土造,87年8月27日,七層,一層 陽台,全筆移轉
RPUNMLSJQHHGFDF98DA,24,2.98,共有部分,鋼筋混凝土造,87年8月27日,八層,,持分移轉
RPURMLQKQHHGFEF86EA,45,142.80,住家用,加強磚造,66年11月15日,二層,一層 二層 走廊,全筆移轉
RPSOMLSJQHHGFCF78DA,26,54.24,住家用,鋼筋混凝土造,85年10月24日,七層,七層 陽台,全筆移轉
RPSOMLSJQHHGFCF78DA,26,10.89,共有部分,鋼筋混凝土造,85年10月24日,七層,,持分移轉
RPSOMLSJQHHGFCF78DA,26,4.87,共有部分,鋼筋混凝土造,85年10月24日,七層,,持分移轉
RPROMLSJQHHGFEF88DA,10,82.84,住家用,鋼筋混凝土造,101年5月21日,十三層,四層 陽台 雨遮,全筆移轉
RPROMLSJQHHGFEF88DA,10,.03,辦公室,鋼筋混凝土造,101年5月21日,十三層,一層,持分移轉
RPROMLSJQHHGFEF88DA,10,35.73,本共有部分之項目有梯廳、陽台、門廳、廊道、基地內通路、汽車道、機車道、供管委會使用空間、夾層、梯間、機房、消防水箱、自來水箱、防空避難室兼停車空間、游泳池機房、電信機房、垃圾車暫停空間、垃圾儲存空間、台電配電室、發電機房、停車空間、水箱、消防設備機房、雨水回收機房、污水機房等２５項,鋼筋混凝土造,101年5月21日,十三層,,持分移轉
RPROMLSJQHHGFEF88DA,10,21.01,本共有部分之項目有梯廳、陽台、門廳、廊道、基地內通路、汽車道、機車道、供管委會使用空間、夾層、梯間、機房、消防水箱、自來水箱、防空避難室兼停車空間、游泳池機房、電信機房、垃圾車暫停空間、垃圾儲存空間、台電配電室、發電機房、停車空間、水箱、消防設備機房、雨水回收機房、污水機房等２５項,鋼筋混凝土造,101年5月21日,十三層,,持分移轉
RPXNMLTKQHHGFDF96EA,24,27.37,住家用,鋼筋混凝土造,87年4月3日,十二層,五層 陽台,全筆移轉
RPXNMLTKQHHGFDF96EA,24,.31,共有部分,鋼筋混凝土造,87年4月3日,十二層,,持分移轉
RPXNMLTKQHHGFDF96EA,24,.40,共有部分,鋼筋混凝土造,87年4月3日,十二層,,持分移轉
RPXNMLTKQHHGFDF96EA,24,1.56,共有部分,鋼筋混凝土造,87年4月3日,十二層,,持分移轉
RPXNMLTKQHHGFDF96EA,24,3.28,共有部分,鋼筋混凝土造,87年4月3日,十二層,,持分移轉
RPTOMLTKQHHGFDF56DA,33,173.24,住家用,鋼筋混凝土造,78年8月30日,四層,三層 四層 陽台,全筆移轉
RPTOMLTKQHHGFDF56DA,33,41.26,共有部分,鋼筋混凝土造,78年8月30日,四層,,持分移轉
RPXNMLSKQHHGFBF56DA,45,79.66,住家用,加強磚造,66年4月2日,四層,二層 陽台,全筆移轉
RPSNMLTKQHHGFCF88DA,23,36.92,共有部分,鋼筋混凝土造,89年2月3日,二十九層,,持分移轉
RPSNMLTJQHHGFCF78DA,26,71.12,住家用,鋼筋混凝土造,85年2月13日,十七層,八層 陽台 花台,全筆移轉
RPSNMLTJQHHGFCF78DA,26,4.09,共有部分,鋼筋混凝土造,85年2月13日,十七層,,持分移轉
RPOPMLLKQHHGFDF97DA,22,48.65,住家用,鋼筋混凝土造,89年9月13日,十四層,四層 陽台,全筆移轉
RPOPMLLKQHHGFDF97DA,22,8.18,共有部分,鋼筋混凝土造,89年9月13日,十四層,,持分移轉
RPOPMLLKQHHGFDF97DA,22,4.99,共有部分,鋼筋混凝土造,89年9月13日,十四層,,持分移轉
RPSNMLQKQHHGFDF68DA,,36.85,住家用,加強磚造,,三層,三層,持分移轉
RPPNMLSKQHHGFGF98EA,22,.15,管理員室,鋼筋混凝土造,89年6月1日,十四層,地下一層,持分移轉
RPPNMLSKQHHGFGF98EA,22,20.82,共有部分,鋼筋混凝土造,89年6月1日,十四層,,持分移轉
RPPNMLTKQHHGFBF48DA,28,68.65,工業用,鋼筋混凝土造,83年7月7日,十一層,一層 平台,全筆移轉
RPPNMLTKQHHGFBF48DA,28,14.24,共有部份,鋼筋混凝土造,83年7月7日,十一層,,持分移轉
RPSQMLSKQHHGFHF96DA,46,56.22,住家用,鋼筋混凝土造,66年1月4日,四層,四層,全筆移轉
RPPNMLTKQHHGFCF58DA,20,36.07,共有部分,鋼筋混凝土造,91年4月22日,十四層,,持分移轉
RPQPMLTKQHHGFBF88EA,1,133.56,集合住宅,鋼筋混凝土造,110年9月3日,十五層,四層 陽台 雨遮,全筆移轉
RPQPMLTKQHHGFBF88EA,1,15.84,本共有部分之項目有梯廳、緊急升降機、行動不便電梯、管道間、排煙室Ａ、排煙室Ｂ、特別安全梯Ａ、特別安全梯Ｂ、戶外安全梯Ａ、戶外安全梯Ｂ、管委會使用空間（１）、管委會使用空間（２）、管委會使用空間（３）、管委會使用空間（４）、管委會使用空間（５）、管委會使用空間（７）、管委會使用空間（８）、管委會使用空間（９）、管委會使用空間（１０）、管委會使用空間（１１）、管委會使用空間（辦公室）（１２）、機房、水錶區、不鏽鋼消防水箱、水箱、電梯機房、陽台等２７項。,鋼筋混凝土造,110年9月3日,十五層,,持分移轉
RPQPMLTKQHHGFBF88EA,1,22.43,本共有部分之項目有梯廳、緊急升降機、行動不便電梯、排煙室Ａ、排煙室Ｂ、特別安全梯Ａ、特別安全梯Ｂ、戶外安全梯Ａ、戶外安全梯Ｂ等９項。,鋼筋混凝土造,110年9月3日,十五層,,持分移轉
RPQPMLTKQHHGFBF88EA,1,58.69,本共有部分之項目有防空避難室兼停車空間、停車空間、垃圾儲藏室、垃圾車暫停車位、電錶室、受電箱、台電配電室、電信室、不鏽鋼水箱、機房、緊急升降機、行動不便電梯、安全梯Ａ、特別安全梯Ｂ、排風機房、發電機房、排風管道、進風管道、進風機房、管道間、消防機房、排煙室Ａ、排煙室Ｂ、水箱（Ａ棟）、水箱（Ｂ棟）等２５項。,鋼筋混凝土造,110年9月3日,十五層,,持分移轉
RPXRMLSKQHHGFEF27DA,13,31.26,住家用,鋼筋混凝土造,98年2月18日,二十二層,十八層 陽台 雨遮,全筆移轉
RPXRMLSKQHHGFEF27DA,13,38.39,共有部分,鋼筋混凝土造,98年2月18日,二十二層,,持分移轉
RPPNMLMLQHHGFCF97DA,25,95.25,住家用,鋼筋混凝土造,87年1月23日,二層,一層 二層 陽台,全筆移轉
RPWOMLRKQHHGFAF98DA,13,26.46,共有部分,鋼筋混凝土造,99年1月11日,十四層,,持分移轉
RPWNMLMLQHHGFBF68EA,3,55.84,集合住宅,鋼筋混凝土造,108年5月31日,二十九層,二層 陽台 雨遮,全筆移轉
RPWNMLMLQHHGFBF68EA,3,48.78,本共有部分之項目有梯間、梯廳、排煙室、公共服務空間、雨遮、門廳、陽台、機房、屋頂水箱、電梯機房、消防機房、消防水箱、停車空間、中繼消防水箱、中繼消防機房、電錶區、防災中心、緊急發電室、垃圾暫存空間、台電配電場所、電信機房、泳池設備、消防泵浦機房、水箱、污水機房等２５項。,鋼筋混凝土造,108年5月31日,二十九層,,持分移轉
RPVSMLQKQHHGFEF07EA,6,67.33,住家用,鋼筋混凝土造,105年4月20日,十四層,十一層 陽台 雨遮,全筆移轉
RPVSMLQKQHHGFEF07EA,6,14.93,本共有部份項目有：電梯樓梯間、排煙室、機械室、水箱、電梯機械室、梯間、騎樓、消防水箱、發電機室進排風、供管委會使用空間、屋頂突出物等１０項。,鋼筋混凝土造,105年4月20日,十四層,,持分移轉
RPVSMLQKQHHGFEF07EA,6,29.47,本共有部份項目有：電梯樓梯間、排煙室、機械室、水箱、電信機房、污水機房、車道、管理員室、資源回收室、停車空間、台電配電場所、消防機房、發電機室、防空避難室兼停車空間、設置沖刷設備等１５項。,鋼筋混凝土造,105年4月20日,十四層,,持分移轉
