編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPPTMLMKQHGGFBF28DA,8,141.52,集合住宅,鋼筋混凝土造,102年7月18日,十三層,四層 陽台 雨遮,全筆移轉
RPPTMLMKQHGGFBF28DA,8,91.43,本共有部分之項目有電梯、梯廳、汽車昇降機、梯間、不銹鋼消防水箱、機械室、民生用水箱、水箱、機房、發電機室、受電箱、台電配電場所、台電配電場所通道、防空避難室兼停車空間、電信室、停車空間、通風機房、消防蓄水池、消防泵浦室等１９項,鋼筋混凝土造,102年7月18日,十三層,,持分移轉
RPSNMLNKQHGGFDF28DA,23,21.35,停車空間兼防空避難室,鋼筋混凝土造,88年2月3日,三十三層,,持分移轉
RPPQMLQKQHGGFEF78EA,12,62.81,住家用,鋼筋混凝土造,98年8月17日,十五層,十三層 陽台 雨遮,全筆移轉
RPPQMLQKQHGGFEF78EA,12,39.98,共有部分,鋼筋混凝土造,98年8月17日,十五層,,持分移轉
RPWOMLQKQHGGFDF56EA,23,.15,商業用,鋼筋混凝土造,87年4月3日,十七層,四層,持分移轉
RPPQMLQKQHGGFEF78EA,12,14.31,共有部分,鋼筋混凝土造,98年8月17日,十五層,,持分移轉
RPWOMLQKQHGGFDF56EA,23,.01,共有部分,鋼筋混凝土造,87年4月3日,十七層,,持分移轉
RPROMLNKQHGGFIF78DA,,78.80,住家用,鋼筋混凝土造,,五層,三層 陽台,全筆移轉
RPWOMLQKQHGGFDF56EA,23,.08,共有部分,鋼筋混凝土造,87年4月3日,十七層,,持分移轉
RPWOMLQKQHGGFDF56EA,23,.16,共有部分,鋼筋混凝土造,87年4月3日,十七層,,持分移轉
RPWOMLQKQHGGFDF56EA,23,9.51,共有部分,鋼筋混凝土造,87年4月3日,十七層,,持分移轉
RPWOMLQKQHGGFDF56EA,23,10.79,共有部分,鋼筋混凝土造,87年4月3日,十七層,,持分移轉
RPQPMLNKQHGGFBF08DA,43,86.04,住家用,鋼筋混凝土造,67年6月21日,四層,四層 陽台,全筆移轉
RPXPMLQJQHGGFHF96DA,2,107.51,集合住宅,鋼筋混凝土構造,108年4月30日,十九層,二層 陽台,全筆移轉
RPXPMLQJQHGGFHF96DA,2,82.78,共有部分；本共有部分項目有：自行車停車空間、防災中心、公共服務空間、交誼廳、梯廳、排煙室、門廳、高層緩衝空間、中繼機房、消防水箱、水箱、機械室、陽台、汽車坡道、台電配電場所、垃圾儲藏空間、垃圾車暫停空間、防空避難室兼停車空間、電信機房、緊急發電機室、停車空間、消防泵浦室、雨汙水機房等２３項。,鋼筋混凝土構造,108年4月30日,十九層,,持分移轉
RPRPMLMKQHGGFIF78DA,30,14.34,公共設施﹙電梯間、防空避難室﹚,鋼筋混凝土造,80年2月12日,七層,,持分移轉
RPRPMLMKQHGGFIF78DA,30,126.79,住家用,鋼筋混凝土造,80年2月12日,七層,七層 陽台,全筆移轉
RPRNMLOJQHGGFBF97DA,7,195.44,集合住宅,鋼筋混凝土造,103年6月18日,二十九層,十層 陽台 雨遮,全筆移轉
RPRNMLOJQHGGFBF97DA,7,128.64,本共有部分之項目有門廊、緩衝空間、排煙室、入口門廳、儲藏室、一般零售業、信箱室、梯廳、健身服務業、泳池機房、防災中心、汽車車道、機車車道、公共管道間、水表室、電梯機房、消防泵浦室、消防水箱、台電配電室〈二〉、台電配電室〈一〉、停車空間、廁所、噴灌機房、水池機房、雨水回收池、噴灌用水池、垃圾儲藏室〈一〉、垃圾儲藏室〈二〉、垃圾儲藏室〈三〉、垃圾儲藏室〈四〉、中繼消防泵浦室、機房〈供電信使用〉、垃圾臨停車位、發電機室、純水機房、水箱、污水處理室、消防泵浦室、污水處理設備等３９項。,鋼骨鋼筋混凝土造,103年6月18日,二十九層,,持分移轉
RPOOMLSKQHGGFDF48DA,35,110.73,住家用,鋼筋混凝土造,75年12月23日,五層,二層 陽台,全筆移轉
RPQPMLKKQHGGFEF08DA,41,73.06,住家用,鋼筋混凝土造,70年1月16日,四層,四層,全筆移轉
RPUQMLQKQHGGFEF56DA,13,35.26,住家用,鋼筋混凝土造,97年9月9日,二十九層,七層 陽台,全筆移轉
RPUQMLQKQHGGFEF56DA,13,20.48,共有部分,鋼筋混凝土造,97年9月9日,二十九層,,持分移轉
RPUQMLQKQHGGFEF56DA,13,.01,店舖,鋼筋混凝土造,97年9月9日,二十九層,一層,持分移轉
RPUQMLQKQHGGFEF56DA,13,6.73,共有部分,鋼筋混凝土造,97年9月9日,二十九層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,.12,其他日用品零售業及服務業,鋼筋混凝土造,88年12月2日,三層,地下二層,持分移轉
RPVNMLSKQHGGFDF56EA,22,.70,招待所,鋼筋混凝土造,88年12月2日,三層,地下二層,持分移轉
RPVNMLSKQHGGFDF56EA,22,.39,招待所,鋼筋混凝土造,88年12月2日,三層,地下二層,持分移轉
RPVNMLSKQHGGFDF56EA,22,2.63,招待所,鋼筋混凝土造,88年12月2日,三層,地下二層 地下三層,持分移轉
RPVNMLSKQHGGFDF56EA,22,.05,共有部分,鋼筋混凝土造,88年12月2日,二十八層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,.03,共有部分,鋼筋混凝土造,88年12月2日,二十八層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,.74,共有部分,鋼筋混凝土造,88年12月2日,二十八層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,4.40,共有部分,鋼筋混凝土造,88年12月2日,二十八層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,.18,共有部分,鋼筋混凝土造,88年12月2日,二十八層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,.01,共有部分,鋼筋混凝土造,88年12月2日,二十八層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,.73,共有部分,鋼筋混凝土造,88年12月2日,十二層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,.08,共有部分,鋼筋混凝土造,88年12月2日,三層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,.03,共有部分,鋼筋混凝土造,88年12月2日,三層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,.05,共有部分,鋼筋混凝土造,88年12月2日,三層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,.30,共有部分,鋼筋混凝土造,88年12月2日,三層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,.03,共有部分,鋼筋混凝土造,88年12月2日,二十八層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,.13,共有部分,鋼筋混凝土造,88年12月2日,二十八層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,3.83,共有部分,鋼筋混凝土造,88年12月2日,二十八層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,63.58,住家用,鋼筋混凝土造,88年12月2日,二十五層,十層 陽台,全筆移轉
RPVNMLSKQHGGFDF56EA,22,15.69,共有部分,鋼筋混凝土造,88年12月2日,二十五層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,.46,共有部分,鋼筋混凝土造,88年12月2日,二十五層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,.01,共有部分,鋼筋混凝土造,88年12月2日,三層,,持分移轉
RPVNMLSKQHGGFDF56EA,22,.02,共有部分,鋼筋混凝土造,88年12月2日,三層,,持分移轉
RPROMLRKQHGGFIF56DA,22,87.95,住家用,鋼筋混凝土造,88年12月10日,十三層,十三層 陽台,全筆移轉
RPROMLRKQHGGFIF56DA,22,9.42,共有部份,鋼筋混凝土造,88年12月10日,十三層,,持分移轉
RPROMLRKQHGGFIF56DA,22,11.91,共有部份,鋼筋混凝土造,88年12月10日,十三層,,持分移轉
RPROMLRKQHGGFIF56DA,22,.00,共有部份,鋼筋混凝土造,88年12月10日,十三層,,
RPSPMLSKQHGGFCF88DA,12,95.23,見其他登記事項,鋼筋混凝土造,98年12月21日,十六層,,全筆移轉
RPSPMLSKQHGGFCF88DA,12,23.20,見其他登記事項,鋼筋混凝土造,98年12月21日,十六層,,持分移轉
RPSPMLSKQHGGFCF88DA,12,62.39,見其他登記事項,鋼筋混凝土造,98年12月21日,十六層,,持分移轉
RPUNMLRKQHGGFCF78DA,43,70.52,住家用,鋼筋混凝土造,67年11月23日,四層,四層,全筆移轉
RPQNMLSKQHGGFGF98EA,26,19.89,共有部分,鋼筋混凝土造,84年10月30日,七層,,持分移轉
RPRPMLKKQHGGFDF08DA,39,33.24,住家用,鋼筋混凝土造,71年8月24日,七層,三層 陽台,全筆移轉
RPQOMLSKQHGGFEF88EA,9,94.41,住家用,鋼筋混凝土造,101年8月8日,八層,二層 陽台,全筆移轉
RPQOMLSKQHGGFEF88EA,9,36.81,本共有部分之項目有排風機房、車道、停車空間、電信機房、電樓梯間、消防機房、防空避難室兼停車空間、台電配電室、水箱、消防水箱、機房、裝卸車位、發電機房、蓄水池、垃圾車位、垃圾暫存區等１６項。,鋼筋混凝土造,101年8月8日,八層,,持分移轉
RPTNMLRKQHGGFBF58DA,40,79.92,住家用,鋼筋混凝土造,70年11月25日,五層,四層 陽台,全筆移轉
RPPNMLSKQHGGFIF09EA,,112.80,住家用,加強磚造,,二層,一層 二層 陽台 平台,全筆移轉
RPQOMLRKQHGGFCF58EA,41,105.76,住家用,鋼筋混凝土造,69年12月12日,五層,四層 陽台,全筆移轉
RPTOMLSKQHGGFEF56EA,27,23.54,住家用,鋼筋混凝土造,83年6月29日,十八層,四層 陽台 花台,全筆移轉
RPTOMLSKQHGGFEF56EA,27,8.66,共有部分,鋼筋混凝土造,83年6月29日,十八層,,持分移轉
RPOPMLSKQHGGFDF68EA,23,32.95,共有部分,鋼筋混凝土造,87年6月25日,十層,,持分移轉
RPRNMLTJQHGGFBF48DA,39,101.70,住家用,鋼筋混凝土造,71年5月1日,五層,四層 陽台,全筆移轉
RPXRMLTKQHGGFBF96DA,25,41.04,共有部分,鋼筋混凝土造,85年3月20日,十六層,,持分移轉
RPXRMLTKQHGGFBF96DA,25,.71,辦公室,鋼筋混凝土造,85年3月20日,十六層,地下一層,持分移轉
RPWOMLNKQHGGFBF58DA,23,3.32,共有部分,鋼筋混凝土造,87年10月3日,九層,,持分移轉
RPWOMLNKQHGGFBF58DA,23,2.79,共有部分,鋼筋混凝土造,87年10月3日,九層,,持分移轉
RPWOMLNKQHGGFBF58DA,23,1.47,共有部分,鋼筋混凝土造,87年10月3日,九層,,持分移轉
RPWOMLNKQHGGFBF58DA,23,1.24,共有部分,鋼筋混凝土造,87年10月3日,九層,,持分移轉
RPWOMLNKQHGGFBF58DA,23,1.86,共有部分,鋼筋混凝土造,87年10月3日,九層,,持分移轉
RPWOMLNKQHGGFBF58DA,23,1.56,共有部分,鋼筋混凝土造,87年10月3日,九層,,持分移轉
RPWOMLNKQHGGFBF58DA,23,7.37,住家用,鋼筋混凝土造,87年10月3日,九層,六層,全筆移轉
RPWOMLNKQHGGFBF58DA,23,6.07,住家用,鋼筋混凝土造,87年10月3日,九層,六層,全筆移轉
RPROMLSKQHGGFBF58DA,13,.11,辦公室,鋼筋混凝土造,97年12月3日,十五層,一層,持分移轉
RPROMLSKQHGGFBF58DA,13,.04,共有部分,鋼筋混凝土造,97年12月3日,十五層,,持分移轉
RPROMLSKQHGGFBF58DA,13,4.91,共有部分,鋼筋混凝土造,97年12月3日,十五層,,持分移轉
RPXRMLKKQHGGFBF78EA,25,59.18,住家用,鋼筋混凝土造,85年11月29日,十四層,八層 陽台,全筆移轉
RPXRMLKKQHGGFBF78EA,25,7.50,共有部份,鋼筋混凝土造,85年11月29日,十四層,,持分移轉
RPRNMLQKQHGGFFF68DA,,55.76,住家用,加強磚造,,四層,一層,全筆移轉
RPXRMLKKQHGGFBF78EA,25,13.55,共有部份,鋼筋混凝土造,85年11月29日,十四層,,持分移轉
RPQPMLRKQHGGFIF66EA,,142.50,住家用,加強磚造,,二層,一層 二層 陽台 平台,全筆移轉
RPWRMLSKQHGGFHF37DA,64,20.76,店舖、住宅,加強磚造,46年12月31日,二層,一層 二層 走廊,持分移轉
RPROMLOJQHGGFGF58DA,6,56.96,住家用,鋼筋混凝土造,104年11月5日,二十四層,四層 陽台 雨遮,全筆移轉
RPROMLOJQHGGFGF58DA,6,30.09,本共有部分項目計停車空間、停車空間（供公眾使用）、防空避難室兼停車空間、騎樓、梯廳、台電配電埸所、防災中心、車道、電梯間、機房、樓梯間、消防中繼機房、機械室、水箱等共１４項。,鋼筋混凝土造,104年11月5日,二十四層,,持分移轉
RPTNMLQJQHGGFCF48DA,16,.05,共有部分,鋼筋混凝土造,94年7月22日,十層,,持分移轉
RPTNMLQJQHGGFCF48DA,16,19.70,共有部分,鋼筋混凝土造,94年7月22日,十層,,持分移轉
RPTNMLQJQHGGFCF48DA,16,14.99,供公眾停車空間,鋼筋混凝土造,94年7月22日,十層,地下一層 地下二層,持分移轉
RPQNMLSKQHGGFHF09EA,14,6.33,停車空間,鋼筋混凝土造,97年1月14日,十二層,地下一層 地下二層,持分移轉
RPQNMLSKQHGGFHF09EA,14,.56,共有部分,鋼筋混凝土造,97年1月14日,十二層,,持分移轉
RPQNMLSKQHGGFHF09EA,14,12.05,共有部分,鋼筋混凝土造,97年1月14日,十二層,,持分移轉
RPORMLQJQHGGFHF88DA,14,46.82,共有部分,鋼筋混凝土造,96年2月7日,十四層,,持分移轉
RPPNMLTKQHGGFCF48DA,67,24.85,住家用,加強磚造,44年1月9日,一層,,持分移轉
RPQOMLTKQHGGFGF56EA,27,199.81,住商用,鋼筋混凝土造,83年5月20日,七層,一層 二層 陽台 平台 騎樓 露台,全筆移轉
RPQOMLTKQHGGFGF56EA,27,59.24,共有部份,鋼筋混凝土造,83年5月20日,七層,,持分移轉
RPSQMLRKQHGGFAF78EA,32,195.05,住家用,鋼筋混凝土造,78年6月30日,十四層,十一層 十二層 陽台,全筆移轉
RPSQMLRKQHGGFAF78EA,32,41.27,共有部份,鋼筋混凝土造,78年6月30日,十八層,,持分移轉
RPUSMLSKQHGGFHF27DA,48,66.64,住家用,加強磚造,62年10月31日,四層,四層,全筆移轉
RPUOMLTKQHGGFGF86DA,7,22.91,本共有部分項目有：防空避難室兼供公眾使用停車空間、供公眾使用停車空間、停車空間等３項。,鋼筋混凝土造,103年12月17日,二十六層,,持分移轉
RPUQMLQJQHGGFHF76DA,14,46.82,共有部分,鋼筋混凝土造,96年2月7日,十四層,,持分移轉
RPSOMLTKQHGGFGF76EA,26,82.63,商業用,鋼筋混凝土造,84年6月24日,八層,一層 平台 騎樓,全筆移轉
RPSOMLTKQHGGFGF76EA,26,8.12,共有部份,鋼筋混凝土造,84年6月24日,八層,,持分移轉
RPSOMLTKQHGGFGF76EA,26,69.01,共有部份,鋼筋混凝土造,84年6月24日,八層,,持分移轉
RPUPMLPJQHGGFHF56DA,37,29.96,住家用,鋼筋混凝土造,73年6月23日,十二層,十一層 陽台,全筆移轉
RPUPMLPJQHGGFHF56DA,37,7.62,共有部份,鋼筋混凝土造,73年6月23日,十二層,,持分移轉
RPSQMLSKQHGGFGF76DA,8,61.46,住家用,鋼筋混凝土造,102年8月6日,二十一層,三層 陽台 雨遮,全筆移轉
RPSQMLSKQHGGFGF76DA,8,21.44,本共有部分項目有：停車空間、防空避難室兼停車空間、門廳、宅配室、信箱室、電梯間、樓（電）梯間、排煙室Ａ、排煙室Ｂ、管委會使用空間、騎樓、公共管道間、樓梯間、電梯機房、水箱、陽台及雨遮等１７項,鋼筋混凝土造,102年8月6日,二十一層,,持分移轉
RPSQMLSKQHGGFGF76DA,8,8.25,本共有部分項目有：梯廳及排煙室Ａ等２項,鋼筋混凝土造,102年8月6日,二十一層,,持分移轉
RPXQMLQKQHGGFBF56DA,23,73.09,住家用,鋼筋混凝土造,87年10月6日,五層,五層 陽台,全筆移轉
RPXQMLQKQHGGFBF56DA,23,11.57,共有部份,鋼筋混凝土造,87年10月6日,五層,,持分移轉
RPXQMLQKQHGGFBF56DA,23,8.05,共有部份,鋼筋混凝土造,87年10月6日,五層,,持分移轉
RPTOMLNKQHGGFEF58DA,4,109.49,住家用,鋼筋混凝土造,106年7月5日,十五層,十二層 陽台 雨遮,全筆移轉
RPTOMLNKQHGGFEF58DA,4,25.92,本共有部分之項目有：電梯機房、電梯機坑、水箱、梯廳、梯間、雨遮、排煙室等７項,鋼筋混凝土造,106年7月5日,十五層,,持分移轉
RPTOMLNKQHGGFEF58DA,4,8.02,本共有部分之項目有：管委會使用空間、騎樓、梯廳、陽台、雨遮、發電機室、垃圾貯藏室、台電配電室、電錶間、電信室、消防泵浦室、污水泵浦室等１２項,鋼筋混凝土造,106年7月5日,十五層,,持分移轉
RPTOMLNKQHGGFEF58DA,4,47.91,本共有部分之項目有：機車通道、停車空間、防空避難室兼停車空間等３項,鋼筋混凝土造,106年7月5日,十五層,,持分移轉
RPXQMLSKQHGGFAF66DA,24,53.77,防空避難室兼停車場、汽車昇降機,鋼筋混凝土造,86年12月22日,十二層,,持分移轉
RPUPMLTKQHGGFEF76DA,25,.53,共有部分,鋼筋混凝土造,85年10月7日,三層,,持分移轉
RPUPMLTKQHGGFEF76DA,25,194.52,住家用,鋼筋混凝土造,85年10月7日,三層,一層 二層 三層 陽台 屋頂突出物 地下層,全筆移轉
RPVPMLSKQHGGFDF76EA,28,15.00,地下層１．供公眾使用停車空間、２．防空避難室兼停車空間（部份為公眾使用停車空間）,鋼筋混凝土造,83年2月4日,十三層,地下一層 地下二層,持分移轉
RPPNMLTKQHGGFAF38EA,24,26.17,住家用,鋼筋混凝土造,86年5月26日,十六層,三層 陽台,全筆移轉
RPPNMLTKQHGGFAF38EA,24,8.14,共有部份,鋼筋混凝土造,86年5月26日,十六層,,持分移轉
RPOOMLSJRHGGFEF68EA,27,20.55,住家用,鋼筋混凝土造,83年6月29日,十八層,十層 陽台,全筆移轉
RPOOMLSJRHGGFEF68EA,27,7.47,共有部分,鋼筋混凝土造,83年6月29日,十八層,,持分移轉
RPPRMLTKQHGGFHF76DA,25,136.05,共有部分,鋼筋混凝土造,85年9月1日,五層,,持分移轉
RPQPMLKLQHGGFEF18DA,9,134.40,住家用,鋼筋混凝土造,101年5月31日,十五層,十層 陽台 雨遮,全筆移轉
