地區,鄉鎮市區,土地位置建物門牌,交易標的,交易年月,交易年_西元,交易月,總價_萬,坪數,車位價格_萬,車位面積_坪,不含車位總價_萬,不含車位坪數,不含車位單價_萬坪,建物型態,屋齡,移轉層次,總樓層數,戶型,房數,廳數,衛數,有無管理組織,是否預售屋,備註,編號
台北市,內湖區,臺北市內湖區內湖路一段１巷３弄９號五樓,房地(土地+建物),2025-02,2025,2,2012.5,28.74955759440255,0.0,0.0,2012.5,28.74955759440255,70.0010771780303,公寓(5樓含以下無電梯),0,五層,五層,3房2廳1衛,3,2,1,無,False,,RPPNMLLKKHKGFCA96DA
台北市,中山區,臺北市中山區新生北路二段７３號七樓之２,房地(土地+建物),2025-02,2025,2,520.0,5.384492057874215,0.0,0.0,520.0,5.384492057874215,96.5736404494382,華廈(10層含以下有電梯),0,七層,七層,0房0廳0衛,0,0,0,有,False,陽台外推；,RPQNMLQJKHKGFCA47DA
台北市,中山區,臺北市中山區雙城街１９巷８號十四樓之２,房地(土地+建物),2025-02,2025,2,1780.0,20.569969659294753,0.0,0.0,1780.0,20.569969659294753,86.53391470588235,住宅大樓(11層含以上有電梯),0,十四層,十四層,1房1廳1衛,1,1,1,有,False,夾層；,RPUNMLKKKHKGFCA37DA
台北市,大安區,臺北市大安區光復南路２４０巷１號,房地(土地+建物),2025-02,2025,2,6660.0,57.79253975600386,0.0,0.0,6660.0,57.79253975600386,115.2397874901858,住宅大樓(11層含以上有電梯),0,一層,十二層,1房0廳1衛,1,0,1,有,False,平台增建其他增建；,RPVPMLNKKHKGFFA28DA
台北市,內湖區,臺北市內湖區成功路四段１７８號十八樓之３,房地(土地+建物)+車位,2025-02,2025,2,8733.0,93.33623732904992,500.0,17.605474031925805,8233.0,75.73076329712411,108.71407657279812,住宅大樓(11層含以上有電梯),7,十八層,二十九層,3房2廳2衛,3,2,2,有,False,,RPQNMLRKKHKGFCA67DA
台北市,大安區,臺北市大安區光復南路６５０號十一樓,房地(土地+建物),2025-02,2025,2,3344.88,25.346437614004522,0.0,0.0,3344.88,25.346437614004522,131.9664739849624,住宅大樓(11層含以上有電梯),0,十一層,十四層,1房1廳1衛,1,1,1,有,False,,RPSNMLRKKHKGFFA18DA
台北市,士林區,臺北市士林區承德路四段６巷５３號四樓,房地(土地+建物),2025-02,2025,2,133.2222,3.9990441014099507,0.0,0.0,133.2222,3.9990441014099507,33.31351108456883,公寓(5樓含以下無電梯),0,四層,四層,3房2廳1衛,3,2,1,無,False,本案不動產登記有他項權利抵押權由得標人繼受該他項權利負擔。地清或未辦繼承標售；,RPVNMLTKKHKGFEA68EA
台北市,中山區,臺北市中山區松江路７７巷１０號六樓,房地(土地+建物),2025-02,2025,2,6600.0,77.57298557984628,0.0,0.0,6600.0,77.57298557984628,85.08116518483855,華廈(10層含以下有電梯),0,六層,六層,3房2廳2衛,3,2,2,無,False,,RPPNMLSKKHKGFCA77EA
台北市,萬華區,臺北市萬華區和平西路三段３８４號三樓之１８,房地(土地+建物),2025-02,2025,2,545.0,10.039960191058718,0.0,0.0,545.0,10.039960191058718,54.28308376016873,華廈(10層含以下有電梯),0,三層,八層,1房1廳1衛,1,1,1,有,False,陽台外推；,RPVNMLSKKHKGFBA18DA
台北市,文山區,臺北市文山區景福街５４巷１之１號,房地(土地+建物),2025-02,2025,2,2800.0,42.34993753384214,0.0,0.0,2800.0,42.34993753384214,66.11580000000001,住宅大樓(11層含以上有電梯),0,一層,十四層,1房1廳2衛,1,1,2,有,False,,RPVOMLLKKHKGFAA47DA
