地區,鄉鎮市區,土地位置建物門牌,交易標的,交易年月,交易年_西元,交易月,總價_萬,坪數,車位價格_萬,車位面積_坪,不含車位總價_萬,不含車位坪數,不含車位單價_萬坪,建物型態,屋齡,移轉層次,總樓層數,戶型,房數,廳數,衛數,有無管理組織,是否預售屋,備註,編號
台北市,文山區,興隆路四段２之５號十一樓,房地(土地+建物)+車位,2021-03,2021,3,4700.0,87.17129642233778,0.0,8.436712555848981,4700.0,78.73458386648879,59.69422544951591,住宅大樓(11層含以上有電梯),4,十一層,十五層,3房2廳3衛,3,2,3,有,False,總價4700萬元整含土地款30550000元整房屋款16450000元整,RPUOMLSJLHGGFAA77EA
台北市,內湖區,文湖街８號三樓,房地(土地+建物)+車位,2021-02,2021,2,2900.0,104.72837052565347,0.0,22.049192477441096,2900.0,82.67917804821239,35.075336601785445,華廈(10層含以下有電梯),0,三層,九層,7房1廳1衛,7,1,1,有,False,急買急賣；,RPWPMLOJKHGGFCA67DA
台北市,中山區,林森北路２５９巷９號地下一層之５７,房地(土地+建物),2021-02,2021,2,45.0,2.9100457076825808,0.0,0.0,45.0,2.9100457076825808,15.463674636174638,華廈(10層含以下有電梯),0,地下一層,七層,0房0廳0衛,0,0,0,有,False,攤位,RPRRMLKLKHGGFCA27EA
台北市,中山區,林森北路２５９巷９號地下一樓之５１,房地(土地+建物),2021-02,2021,2,45.0,2.9100457076825808,0.0,0.0,45.0,2.9100457076825808,15.463674636174638,華廈(10層含以下有電梯),0,地下一層,七層,0房0廳0衛,0,0,0,有,False,攤位,SPRRMLKLKHGGFCA37EA
台北市,北投區,幽雅路５巷２號四樓之６,房地(土地+建物),2021-02,2021,2,480.0,13.62155490820651,0.0,0.0,480.0,13.62155490820651,35.23826782145237,華廈(10層含以下有電梯),0,四層,五層,0房0廳0衛,0,0,0,有,False,夾層；,RPOPMLSKKHGGFEA67EA
台北市,中山區,新生北路二段３１之１號七樓之５,房地(土地+建物),2021-02,2021,2,1170.0018,23.48909035359173,0.0,0.0,1170.0018,23.48909035359173,49.81043464806181,住宅大樓(11層含以上有電梯),0,七層,十二層,1房1廳1衛,1,1,1,有,False,,RPVNMLTKKHGGFCA08EA
台北市,大同區,歸綏街１８１號六樓之１１,房地(土地+建物),2021-02,2021,2,386.0,7.783313519612559,0.0,0.0,386.0,7.783313519612559,49.593273999222696,華廈(10層含以下有電梯),0,六層,十層,1房0廳1衛,1,0,1,有,False,其他增建；,RPSNMLTKKHGGFBA57DA
台北市,北投區,光明路２４６號八樓之７,房地(土地+建物),2021-02,2021,2,500.0,12.853206041521087,0.0,0.0,500.0,12.853206041521087,38.9008001882796,華廈(10層含以下有電梯),0,八層，陽臺,八層,1房1廳1衛,1,1,1,有,False,,RPVOMLSJKHGGFEA08DA
台北市,北投區,豐年路二段９６號四樓,房地(土地+建物),2021-02,2021,2,820.0,23.20171577746923,0.0,0.0,820.0,23.20171577746923,35.34221382007823,公寓(5樓含以下無電梯),0,四層,五層,2房1廳1衛,2,1,1,無,False,,RPOPMLKLKHGGFEA86DA
台北市,中正區,羅斯福路二段１１６號九樓之７,房地(土地+建物),2021-02,2021,2,890.0,8.524437426454796,0.0,0.0,890.0,8.524437426454796,104.40571682044003,住宅大樓(11層含以上有電梯),0,九層,十二層,1房1廳1衛,1,1,1,有,False,,RPQQMLNJKHGGFAA86DA
